#               time [ns]           Re(ampl) [MHz]
  1.39694847423711863E+01  1.31160244111328922E+02
  1.39944972486243131E+01  1.31678470261886929E+02
  1.40195097548774399E+01  1.32197302042021704E+02
  1.40445222611305667E+01  1.32716732672533965E+02
  1.40695347673836935E+01  1.33236755342223262E+02
  1.40945472736368203E+01  1.33757363208021673E+02
  1.41195597798899470E+01  1.34278549395128806E+02
  1.41445722861430720E+01  1.34800306997148397E+02
  1.41695847923961988E+01  1.35322629076225496E+02
  1.41945972986493256E+01  1.35845508663185967E+02
  1.42196098049024524E+01  1.36368938757676631E+02
  1.42446223111555792E+01  1.36892912328306721E+02
  1.42696348174087060E+01  1.37417422312791075E+02
  1.42946473236618328E+01  1.37942461618094654E+02
  1.43196598299149578E+01  1.38468023120577442E+02
  1.43446723361680846E+01  1.38994099666142176E+02
  1.43696848424212114E+01  1.39520684070382117E+02
  1.43946973486743381E+01  1.40047769118730429E+02
  1.44197098549274649E+01  1.40575347566611185E+02
  1.44447223611805917E+01  1.41103412139591569E+02
  1.44697348674337185E+01  1.41631955533534835E+02
  1.44947473736868453E+01  1.42160970414755440E+02
  1.45197598799399721E+01  1.42690449420174559E+02
  1.45447723861930971E+01  1.43220385157477438E+02
  1.45697848924462239E+01  1.43750770205271806E+02
  1.45947973986993507E+01  1.44281597113247699E+02
  1.46198099049524775E+01  1.44812858402338037E+02
  1.46448224112056042E+01  1.45344546564881426E+02
  1.46698349174587310E+01  1.45876654064784930E+02
  1.46948474237118578E+01  1.46409173337689424E+02
  1.47198599299649828E+01  1.46942096791134816E+02
  1.47448724362181096E+01  1.47475416804727956E+02
  1.47698849424712364E+01  1.48009125730310245E+02
  1.47948974487243632E+01  1.48543215892127705E+02
  1.48199099549774900E+01  1.49077679587001711E+02
  1.48449224612306168E+01  1.49612509084500857E+02
  1.48699349674837435E+01  1.50147696627114215E+02
  1.48949474737368703E+01  1.50683234430425586E+02
  1.49199599799899971E+01  1.51219114683289433E+02
  1.49449724862431221E+01  1.51755329548007353E+02
  1.49699849924962489E+01  1.52291871160506219E+02
  1.49949974987493757E+01  1.52828731630516984E+02
  1.50200100050025025E+01  1.53365903041755331E+02
  1.50450225112556293E+01  1.53903377452102887E+02
  1.50700350175087561E+01  1.54441146893789835E+02
  1.50950475237618829E+01  1.54979203373578883E+02
  1.51200600300150079E+01  1.55517538872949899E+02
  1.51450725362681347E+01  1.56056145348286009E+02
  1.51700850425212614E+01  1.56595014731060814E+02
  1.51950975487743882E+01  1.57134138928026601E+02
  1.52201100550275150E+01  1.57673509821403798E+02
  1.52451225612806418E+01  1.58213119269071399E+02
  1.52701350675337686E+01  1.58752959104758816E+02
  1.52951475737868954E+01  1.59293021138238316E+02
  1.53201600800400222E+01  1.59833297155519034E+02
  1.53451725862931472E+01  1.60373778919041570E+02
  1.53701850925462740E+01  1.60914458167874642E+02
  1.53951975987994008E+01  1.61455326617911112E+02
  1.54202101050525275E+01  1.61996375962067276E+02
  1.54452226113056543E+01  1.62537597870481051E+02
  1.54702351175587811E+01  1.63078983990712715E+02
  1.54952476238119079E+01  1.63620525947946248E+02
  1.55202601300650329E+01  1.64162215345191328E+02
  1.55452726363181597E+01  1.64704043763486993E+02
  1.55702851425712865E+01  1.65246002762106031E+02
  1.55952976488244133E+01  1.65788083878760006E+02
  1.56203101550775401E+01  1.66330278629806116E+02
  1.56453226613306668E+01  1.66872578510454531E+02
  1.56703351675837936E+01  1.67414974994976461E+02
  1.56953476738369204E+01  1.67957459536914399E+02
  1.57203601800900472E+01  1.68500023569291415E+02
  1.57453726863431722E+01  1.69042658504823606E+02
  1.57703851925962990E+01  1.69585355736131817E+02
  1.57953976988494258E+01  1.70128106635955191E+02
  1.58204102051025526E+01  1.70670902557365338E+02
  1.58454227113556794E+01  1.71213734833981704E+02
  1.58704352176088062E+01  1.71756594780187754E+02
  1.58954477238619329E+01  1.72299473691347913E+02
  1.59204602301150580E+01  1.72842362844025786E+02
  1.59454727363681847E+01  1.73385253496203177E+02
  1.59704852426213115E+01  1.73928136887499704E+02
  1.59954977488744383E+01  1.74471004239393636E+02
  1.60205102551275651E+01  1.75013846755444092E+02
  1.60455227613806919E+01  1.75556655621512704E+02
  1.60705352676338187E+01  1.76099422005988004E+02
  1.60955477738869455E+01  1.76642137060009048E+02
  1.61205602801400723E+01  1.77184791917691030E+02
  1.61455727863931990E+01  1.77727377696351226E+02
  1.61705852926463258E+01  1.78269885496735952E+02
  1.61955977988994526E+01  1.78812306403248186E+02
  1.62206103051525794E+01  1.79354631484176281E+02
  1.62456228114057026E+01  1.79896851791923496E+02
  1.62706353176588294E+01  1.80438958363238214E+02
  1.62956478239119562E+01  1.80980942219444785E+02
  1.63206603301650830E+01  1.81522794366675498E+02
  1.63456728364182098E+01  1.82064505796103617E+02
  1.63706853426713366E+01  1.82606067484176236E+02
  1.63956978489244634E+01  1.83147470392849073E+02
  1.64207103551775901E+01  1.83688705469821144E+02
  1.64457228614307169E+01  1.84229763648770614E+02
  1.64707353676838437E+01  1.84770635849591514E+02
  1.64957478739369705E+01  1.85311312978630866E+02
  1.65207603801900973E+01  1.85851785928926660E+02
  1.65457728864432241E+01  1.86392045580446961E+02
  1.65707853926963509E+01  1.86932082800328942E+02
  1.65957978989494777E+01  1.87471888443119553E+02
  1.66208104052026009E+01  1.88011453351015831E+02
  1.66458229114557277E+01  1.88550768354107561E+02
  1.66708354177088545E+01  1.89089824270618237E+02
  1.66958479239619813E+01  1.89628611907149292E+02
  1.67208604302151080E+01  1.90167122058922985E+02
  1.67458729364682348E+01  1.90705345510027001E+02
  1.67708854427213616E+01  1.91243273033659477E+02
  1.67958979489744884E+01  1.91780895392374703E+02
  1.68209104552276152E+01  1.92318203338329369E+02
  1.68459229614807420E+01  1.92855187613529097E+02
  1.68709354677338688E+01  1.93391838950076760E+02
  1.68959479739869955E+01  1.93928148070419979E+02
  1.69209604802401223E+01  1.94464105687600323E+02
  1.69459729864932491E+01  1.94999702505502285E+02
  1.69709854927463759E+01  1.95534929219103617E+02
  1.69959979989995027E+01  1.96069776514725390E+02
  1.70210105052526295E+01  1.96604235070283920E+02
  1.70460230115057527E+01  1.97138295555541418E+02
  1.70710355177588795E+01  1.97671948632359090E+02
  1.70960480240120063E+01  1.98205184954949232E+02
  1.71210605302651331E+01  1.98737995170129238E+02
  1.71460730365182599E+01  1.99270369917574641E+02
  1.71710855427713867E+01  1.99802299830074332E+02
  1.71960980490245134E+01  2.00333775533784518E+02
  1.72211105552776402E+01  2.00864787648484850E+02
  1.72461230615307670E+01  2.01395326787833994E+02
  1.72711355677838938E+01  2.01925383559625800E+02
  1.72961480740370206E+01  2.02454948566046426E+02
  1.73211605802901474E+01  2.02984012403931303E+02
  1.73461730865432742E+01  2.03512565665023402E+02
  1.73711855927964010E+01  2.04040598936230793E+02
  1.73961980990495277E+01  2.04568102799885708E+02
  1.74212106053026510E+01  2.05095067834003231E+02
  1.74462231115557778E+01  2.05621484612541252E+02
  1.74712356178089045E+01  2.06147343705659978E+02
  1.74962481240620313E+01  2.06672635679982363E+02
  1.75212606303151581E+01  2.07197351098854540E+02
  1.75462731365682849E+01  2.07721480522607436E+02
  1.75712856428214117E+01  2.08245014508817690E+02
  1.75962981490745385E+01  2.08767943612569610E+02
  1.76213106553276653E+01  2.09290258386717397E+02
  1.76463231615807921E+01  2.09811949382147702E+02
  1.76713356678339188E+01  2.10333007148042128E+02
  1.76963481740870456E+01  2.10853422232141043E+02
  1.77213606803401724E+01  2.11373185181006278E+02
  1.77463731865932992E+01  2.11892286540285568E+02
  1.77713856928464260E+01  2.12410716854976158E+02
  1.77963981990995528E+01  2.12928466669689612E+02
  1.78214107053526796E+01  2.13445526528916275E+02
  1.78464232116058028E+01  2.13961886977290135E+02
  1.78714357178589296E+01  2.14477538559854423E+02
  1.78964482241120564E+01  2.14992471822326337E+02
  1.79214607303651832E+01  2.15506677311363291E+02
  1.79464732366183100E+01  2.16020145574828945E+02
  1.79714857428714367E+01  2.16532867162058864E+02
  1.79964982491245635E+01  2.17044832624127451E+02
  1.80215107553776903E+01  2.17556032514113895E+02
  1.80465232616308171E+01  2.18066457387369553E+02
  1.80715357678839439E+01  2.18576097801784556E+02
  1.80965482741370707E+01  2.19084944318054937E+02
  1.81215607803901975E+01  2.19592987499950198E+02
  1.81465732866433243E+01  2.20100217914580497E+02
  1.81715857928964510E+01  2.20606626132664474E+02
  1.81965982991495778E+01  2.21112202728796802E+02
  1.82216108054027011E+01  2.21616938281715960E+02
  1.82466233116558278E+01  2.22120823374573007E+02
  1.82716358179089546E+01  2.22623848595198638E+02
  1.82966483241620814E+01  2.23126004536371937E+02
  1.83216608304152082E+01  2.23627281796088738E+02
  1.83466733366683350E+01  2.24127670977829808E+02
  1.83716858429214618E+01  2.24627162690829522E+02
  1.83966983491745886E+01  2.25125747550343959E+02
  1.84217108554277154E+01  2.25623416177920120E+02
  1.84467233616808421E+01  2.26120159201663796E+02
  1.84717358679339689E+01  2.26615967256509037E+02
  1.84967483741870957E+01  2.27110830984486057E+02
  1.85217608804402225E+01  2.27604741034990383E+02
  1.85467733866933493E+01  2.28097688065051329E+02
  1.85717858929464761E+01  2.28589662739600840E+02
  1.85967983991996029E+01  2.29080655731742127E+02
  1.86218109054527297E+01  2.29570657723018286E+02
  1.86468234117058529E+01  2.30059659403680769E+02
  1.86718359179589797E+01  2.30547651472958449E+02
  1.86968484242121065E+01  2.31034624639325358E+02
  1.87218609304652333E+01  2.31520569620769891E+02
  1.87468734367183600E+01  2.32005477145062656E+02
  1.87718859429714868E+01  2.32489337950025288E+02
  1.87968984492246136E+01  2.32972142783798006E+02
  1.88219109554777404E+01  2.33453882405108430E+02
  1.88469234617308672E+01  2.33934547583538887E+02
  1.88719359679839940E+01  2.34414129099794877E+02
  1.88969484742371208E+01  2.34892617745972672E+02
  1.89219609804902476E+01  2.35370004325826500E+02
  1.89469734867433743E+01  2.35846279655036739E+02
  1.89719859929965011E+01  2.36321434561476536E+02
  1.89969984992496279E+01  2.36795459885479318E+02
  1.90220110055027511E+01  2.37268346480105549E+02
  1.90470235117558779E+01  2.37740085211409962E+02
  1.90720360180090047E+01  2.38210666958707293E+02
  1.90970485242621315E+01  2.38680082614839563E+02
  1.91220610305152583E+01  2.39148323086441422E+02
  1.91470735367683851E+01  2.39615379294206633E+02
  1.91720860430215119E+01  2.40081242173153413E+02
  1.91970985492746387E+01  2.40545902672890236E+02
  1.92221110555277654E+01  2.41009351757880580E+02
  1.92471235617808922E+01  2.41471580407708188E+02
  1.92721360680340190E+01  2.41932579617341503E+02
  1.92971485742871458E+01  2.42392340397398272E+02
  1.93221610805402726E+01  2.42850853774409160E+02
  1.93471735867933994E+01  2.43308110791082242E+02
  1.93721860930465262E+01  2.43764102506565735E+02
  1.93971985992996530E+01  2.44218819996711346E+02
  1.94222111055527797E+01  2.44672254354337497E+02
  1.94472236118059030E+01  2.45124396689491221E+02
  1.94722361180590298E+01  2.45575238129710556E+02
  1.94972486243121566E+01  2.46024769820286252E+02
  1.95222611305652833E+01  2.46472982924523109E+02
  1.95472736368184101E+01  2.46919868624001197E+02
  1.95722861430715369E+01  2.47365418118836033E+02
  1.95972986493246637E+01  2.47809622627939120E+02
  1.96223111555777905E+01  2.48252473389277867E+02
  1.96473236618309173E+01  2.48693961660134590E+02
  1.96723361680840441E+01  2.49134078717366066E+02
  1.96973486743371708E+01  2.49572815857661226E+02
  1.97223611805902976E+01  2.50010164397800196E+02
  1.97473736868434244E+01  2.50446115674911226E+02
  1.97723861930965512E+01  2.50880661046728079E+02
  1.97973986993496780E+01  2.51313791891847018E+02
  1.98224112056028012E+01  2.51745499609982375E+02
  1.98474237118559280E+01  2.52175775622223227E+02
  1.98724362181090548E+01  2.52604611371287660E+02
  1.98974487243621816E+01  2.53031998321777991E+02
  1.99224612306153084E+01  2.53457927960434972E+02
  1.99474737368684352E+01  2.53882391796391232E+02
  1.99724862431215620E+01  2.54305381361424878E+02
  1.99974987493746887E+01  2.54726888210211371E+02
  2.00225112556278155E+01  2.55146903920576278E+02
  2.00475237618809423E+01  2.55565420093746297E+02
  2.00725362681340691E+01  2.55982428354600160E+02
  2.00975487743871959E+01  2.56397920351919254E+02
  2.01225612806403227E+01  2.56811887758637113E+02
  2.01475737868934495E+01  2.57224322272088500E+02
  2.01725862931465763E+01  2.57635215614257959E+02
  2.01975987993997030E+01  2.58044559532028074E+02
  2.02226113056528298E+01  2.58452345797425892E+02
  2.02476238119059531E+01  2.58858566207870467E+02
  2.02726363181590798E+01  2.59263212586418206E+02
  2.02976488244122066E+01  2.59666276782008424E+02
  2.03226613306653334E+01  2.60067750669708232E+02
  2.03476738369184602E+01  2.60467626150955994E+02
  2.03726863431715870E+01  2.60865895153805013E+02
  2.03976988494247138E+01  2.61262549633166202E+02
  2.04227113556778406E+01  2.61657581571049548E+02
  2.04477238619309674E+01  2.62050982976806040E+02
  2.04727363681840941E+01  2.62442745887367380E+02
  2.04977488744372209E+01  2.62832862367486257E+02
  2.05227613806903477E+01  2.63221324509975318E+02
  2.05477738869434745E+01  2.63608124435945115E+02
  2.05727863931966013E+01  2.63993254295042334E+02
  2.05977988994497281E+01  2.64376706265685584E+02
  2.06228114057028513E+01  2.64758472555302262E+02
  2.06478239119559781E+01  2.65138545400563487E+02
  2.06728364182091049E+01  2.65516917067618408E+02
  2.06978489244622317E+01  2.65893579852328060E+02
  2.07228614307153585E+01  2.66268526080497907E+02
  2.07478739369684853E+01  2.66641748108110221E+02
  2.07728864432216120E+01  2.67013238321555093E+02
  2.07978989494747388E+01  2.67382989137860875E+02
  2.08229114557278656E+01  2.67750993004923714E+02
  2.08479239619809924E+01  2.68117242401736121E+02
  2.08729364682341192E+01  2.68481729838615138E+02
  2.08979489744872460E+01  2.68844447857428918E+02
  2.09229614807403728E+01  2.69205389031823017E+02
  2.09479739869934996E+01  2.69564545967445952E+02
  2.09729864932466263E+01  2.69921911302172816E+02
  2.09979989994997531E+01  2.70277477706329421E+02
  2.10230115057528799E+01  2.70631237882914377E+02
  2.10480240120060031E+01  2.70983184567821070E+02
  2.10730365182591299E+01  2.71333310530058156E+02
  2.10980490245122567E+01  2.71681608571969377E+02
  2.11230615307653835E+01  2.72028071529452461E+02
  2.11480740370185103E+01  2.72372692272176948E+02
  2.11730865432716371E+01  2.72715463703801504E+02
  2.11980990495247639E+01  2.73056378762189070E+02
  2.12231115557778907E+01  2.73395430419622983E+02
  2.12481240620310174E+01  2.73732611683020082E+02
  2.12731365682841442E+01  2.74067915594144438E+02
  2.12981490745372710E+01  2.74401335229819040E+02
  2.13231615807903978E+01  2.74732863702137024E+02
  2.13481740870435246E+01  2.75062494158671825E+02
  2.13731865932966514E+01  2.75390219782685904E+02
  2.13981990995497782E+01  2.75716033793339136E+02
  2.14232116058029014E+01  2.76039929445895723E+02
  2.14482241120560282E+01  2.76361900031930190E+02
  2.14732366183091550E+01  2.76681938879532254E+02
  2.14982491245622818E+01  2.77000039353510374E+02
  2.15232616308154086E+01  2.77316194855595256E+02
  2.15482741370685353E+01  2.77630398824641077E+02
  2.15732866433216621E+01  2.77942644736826196E+02
  2.15982991495747889E+01  2.78252926105853135E+02
  2.16233116558279157E+01  2.78561236483146445E+02
  2.16483241620810425E+01  2.78867569458050923E+02
  2.16733366683341693E+01  2.79171918658026811E+02
  2.16983491745872961E+01  2.79474277748846134E+02
  2.17233616808404228E+01  2.79774640434786249E+02
  2.17483741870935496E+01  2.80073000458822378E+02
  2.17733866933466764E+01  2.80369351602820359E+02
  2.17983991995998032E+01  2.80663687687726338E+02
  2.18234117058529300E+01  2.80956002573757132E+02
  2.18484242121060532E+01  2.81246290160588046E+02
  2.18734367183591800E+01  2.81534544387540336E+02
  2.18984492246123068E+01  2.81820759233767205E+02
  2.19234617308654336E+01  2.82104928718438714E+02
  2.19484742371185604E+01  2.82387046900925270E+02
  2.19734867433716872E+01  2.82667107880980495E+02
  2.19984992496248140E+01  2.82945105798922270E+02
  2.20235117558779407E+01  2.83221034835812873E+02
  2.20485242621310675E+01  2.83494889213637975E+02
  2.20735367683841943E+01  2.83766663195484284E+02
  2.20985492746373211E+01  2.84036351085716092E+02
  2.21235617808904479E+01  2.84303947230150243E+02
  2.21485742871435747E+01  2.84569446016230586E+02
  2.21735867933967015E+01  2.84832841873200323E+02
  2.21985992996498283E+01  2.85094129272273904E+02
  2.22236118059029515E+01  2.85353302726806817E+02
  2.22486243121560783E+01  2.85610356792465325E+02
  2.22736368184092051E+01  2.85865286067393356E+02
  2.22986493246623318E+01  2.86118085192379795E+02
  2.23236618309154586E+01  2.86368748851023042E+02
  2.23486743371685854E+01  2.86617271769895297E+02
  2.23736868434217122E+01  2.86863648718705122E+02
  2.23986993496748390E+01  2.87107874510458657E+02
  2.24237118559279658E+01  2.87349944001619917E+02
  2.24487243621810926E+01  2.87589852092269041E+02
  2.24737368684342194E+01  2.87827593726260318E+02
  2.24987493746873461E+01  2.88063163891377883E+02
  2.25237618809404729E+01  2.88296557619490557E+02
  2.25487743871935997E+01  2.88527769986705209E+02
  2.25737868934467265E+01  2.88756796113519101E+02
  2.25987993996998533E+01  2.88983631164970575E+02
  2.26238119059529801E+01  2.89208270350788325E+02
  2.26488244122061033E+01  2.89430708925539363E+02
  2.26738369184592301E+01  2.89650942188776355E+02
  2.26988494247123569E+01  2.89868965485182116E+02
  2.27238619309654837E+01  2.90084774204714392E+02
  2.27488744372186105E+01  2.90298363782747629E+02
  2.27738869434717373E+01  2.90509729700215075E+02
  2.27988994497248640E+01  2.90718867483747829E+02
  2.28239119559779908E+01  2.90925772705813984E+02
  2.28489244622311176E+01  2.91130440984854999E+02
  2.28739369684842444E+01  2.91332867985422013E+02
  2.28989494747373712E+01  2.91533049418309645E+02
  2.29239619809904980E+01  2.91730981040689187E+02
  2.29489744872436248E+01  2.91926658656239454E+02
  2.29739869934967516E+01  2.92120078115277636E+02
  2.29989994997498783E+01  2.92311235314886972E+02
  2.30240120060030016E+01  2.92500126199044757E+02
  2.30490245122561284E+01  2.92686746758747518E+02
  2.30740370185092551E+01  2.92871093032135434E+02
  2.30990495247623819E+01  2.93053161104615242E+02
  2.31240620310155087E+01  2.93232947108981591E+02
  2.31490745372686355E+01  2.93410447225537155E+02
  2.31740870435217623E+01  2.93585657682210524E+02
  2.31990995497748891E+01  2.93758574754674271E+02
  2.32241120560280159E+01  2.93929194766459545E+02
  2.32491245622811427E+01  2.94097514089070614E+02
  2.32741370685342694E+01  2.94263529142097582E+02
  2.32991495747873962E+01  2.94427236393327121E+02
  2.33241620810405230E+01  2.94588632358852692E+02
  2.33491745872936498E+01  2.94747713603182262E+02
  2.33741870935467766E+01  2.94904476739345114E+02
  2.33991995997999034E+01  2.95058918428997401E+02
  2.34242121060530302E+01  2.95211035382525154E+02
  2.34492246123061534E+01  2.95360824359147102E+02
  2.34742371185592802E+01  2.95508282167015238E+02
  2.34992496248124070E+01  2.95653405663313777E+02
  2.35242621310655338E+01  2.95796191754356926E+02
  2.35492746373186606E+01  2.95936637395685182E+02
  2.35742871435717873E+01  2.96074739592159915E+02
  2.35992996498249141E+01  2.96210495398056366E+02
  2.36243121560780409E+01  2.96343901917155335E+02
  2.36493246623311677E+01  2.96474956302833391E+02
  2.36743371685842945E+01  2.96603655758151092E+02
  2.36993496748374213E+01  2.96729997535940186E+02
  2.37243621810905481E+01  2.96853978938889043E+02
  2.37493746873436749E+01  2.96975597319626559E+02
  2.37743871935968016E+01  2.97094850080804520E+02
  2.37993996998499284E+01  2.97211734675178263E+02
  2.38244122061030517E+01  2.97326248605686374E+02
  2.38494247123561784E+01  2.97438389425527987E+02
  2.38744372186093052E+01  2.97548154738239020E+02
  2.38994497248624320E+01  2.97655542197767033E+02
  2.39244622311155588E+01  2.97760549508543761E+02
  2.39494747373686856E+01  2.97863174425557133E+02
  2.39744872436218124E+01  2.97963414754420910E+02
  2.39994997498749392E+01  2.98061268351442891E+02
  2.40245122561280660E+01  2.98156733123691936E+02
  2.40495247623811927E+01  2.98249807029063106E+02
  2.40745372686343195E+01  2.98340488076340876E+02
  2.40995497748874463E+01  2.98428774325261713E+02
  2.41245622811405731E+01  2.98514663886574283E+02
  2.41495747873936999E+01  2.98598154922098161E+02
  2.41745872936468267E+01  2.98679245644781304E+02
  2.41995997998999535E+01  2.98757934318755588E+02
  2.42246123061530803E+01  2.98834219259391205E+02
  2.42496248124062035E+01  2.98908098833348561E+02
  2.42746373186593303E+01  2.98979571458629778E+02
  2.42996498249124571E+01  2.99048635604627634E+02
  2.43246623311655839E+01  2.99115289792173542E+02
  2.43496748374187106E+01  2.99179532593583303E+02
  2.43746873436718374E+01  2.99241362632701964E+02
  2.43996998499249642E+01  2.99300778584946443E+02
  2.44247123561780910E+01  2.99357779177346913E+02
  2.44497248624312178E+01  2.99412363188586596E+02
  2.44747373686843446E+01  2.99464529449039787E+02
  2.44997498749374714E+01  2.99514276840808009E+02
  2.45247623811905981E+01  2.99561604297755480E+02
  2.45497748874437249E+01  2.99606510805541745E+02
  2.45747873936968517E+01  2.99648995401653735E+02
  2.45997998999499785E+01  2.99689057175435607E+02
  2.46248124062031017E+01  2.99726695268116941E+02
  2.46498249124562285E+01  2.99761908872840024E+02
  2.46748374187093553E+01  2.99794697234684577E+02
  2.46998499249624821E+01  2.99825059650691401E+02
  2.47248624312156089E+01  2.99852995469884377E+02
  2.47498749374687357E+01  2.99878504093290815E+02
  2.47748874437218625E+01  2.99901584973959871E+02
  2.47998999499749893E+01  2.99922237616979999E+02
  2.48249124562281160E+01  2.99940461579493899E+02
  2.48499249624812428E+01  2.99956256470712901E+02
  2.48749374687343696E+01  2.99969621951928616E+02
  2.48999499749874964E+01  2.99980557736523906E+02
  2.49249624812406232E+01  2.99989063589981640E+02
  2.49499749874937500E+01  2.99995139329891913E+02
  2.49749874937468768E+01  2.99998784825957955E+02
  2.50000000000000036E+01  2.99999999999999943E+02
  2.50250125062531303E+01  2.99998784825957955E+02
  2.50500250125062536E+01  2.99995139329891913E+02
  2.50750375187593804E+01  2.99989063589981640E+02
  2.51000500250125071E+01  2.99980557736523906E+02
  2.51250625312656339E+01  2.99969621951928616E+02
  2.51500750375187607E+01  2.99956256470712901E+02
  2.51750875437718875E+01  2.99940461579493899E+02
  2.52001000500250143E+01  2.99922237616979999E+02
  2.52251125562781411E+01  2.99901584973959871E+02
  2.52501250625312679E+01  2.99878504093290815E+02
  2.52751375687843947E+01  2.99852995469884377E+02
  2.53001500750375214E+01  2.99825059650691401E+02
  2.53251625812906482E+01  2.99794697234684577E+02
  2.53501750875437750E+01  2.99761908872840024E+02
  2.53751875937969018E+01  2.99726695268116941E+02
  2.54002001000500286E+01  2.99689057175435607E+02
  2.54252126063031518E+01  2.99648995401653735E+02
  2.54502251125562786E+01  2.99606510805541745E+02
  2.54752376188094054E+01  2.99561604297755423E+02
  2.55002501250625322E+01  2.99514276840808009E+02
  2.55252626313156590E+01  2.99464529449039787E+02
  2.55502751375687858E+01  2.99412363188586596E+02
  2.55752876438219126E+01  2.99357779177346970E+02
  2.56003001500750393E+01  2.99300778584946443E+02
  2.56253126563281661E+01  2.99241362632701964E+02
  2.56503251625812929E+01  2.99179532593583303E+02
  2.56753376688344197E+01  2.99115289792173542E+02
  2.57003501750875465E+01  2.99048635604627634E+02
  2.57253626813406733E+01  2.98979571458629778E+02
  2.57503751875938001E+01  2.98908098833348561E+02
  2.57753876938469269E+01  2.98834219259391205E+02
  2.58004002001000536E+01  2.98757934318755588E+02
  2.58254127063531804E+01  2.98679245644781304E+02
  2.58504252126063037E+01  2.98598154922098161E+02
  2.58754377188594304E+01  2.98514663886574283E+02
  2.59004502251125572E+01  2.98428774325261713E+02
  2.59254627313656840E+01  2.98340488076340876E+02
  2.59504752376188108E+01  2.98249807029063106E+02
  2.59754877438719376E+01  2.98156733123691936E+02
  2.60005002501250644E+01  2.98061268351442891E+02
  2.60255127563781912E+01  2.97963414754420910E+02
  2.60505252626313180E+01  2.97863174425557133E+02
  2.60755377688844447E+01  2.97760549508543704E+02
  2.61005502751375715E+01  2.97655542197767033E+02
  2.61255627813906983E+01  2.97548154738239020E+02
  2.61505752876438251E+01  2.97438389425527987E+02
  2.61755877938969519E+01  2.97326248605686374E+02
  2.62006003001500787E+01  2.97211734675178263E+02
  2.62256128064032019E+01  2.97094850080804463E+02
  2.62506253126563287E+01  2.96975597319626559E+02
  2.62756378189094555E+01  2.96853978938889043E+02
  2.63006503251625823E+01  2.96729997535940186E+02
  2.63256628314157091E+01  2.96603655758151092E+02
  2.63506753376688359E+01  2.96474956302833391E+02
  2.63756878439219626E+01  2.96343901917155335E+02
  2.64007003501750894E+01  2.96210495398056310E+02
  2.64257128564282162E+01  2.96074739592159915E+02
  2.64507253626813430E+01  2.95936637395685182E+02
  2.64757378689344698E+01  2.95796191754356869E+02
  2.65007503751875966E+01  2.95653405663313777E+02
  2.65257628814407234E+01  2.95508282167015295E+02
  2.65507753876938501E+01  2.95360824359147102E+02
  2.65757878939469769E+01  2.95211035382525097E+02
  2.66008004002001037E+01  2.95058918428997345E+02
  2.66258129064532305E+01  2.94904476739345114E+02
  2.66508254127063537E+01  2.94747713603182262E+02
  2.66758379189594805E+01  2.94588632358852692E+02
  2.67008504252126073E+01  2.94427236393327121E+02
  2.67258629314657341E+01  2.94263529142097525E+02
  2.67508754377188609E+01  2.94097514089070614E+02
  2.67758879439719877E+01  2.93929194766459545E+02
  2.68009004502251145E+01  2.93758574754674271E+02
  2.68259129564782413E+01  2.93585657682210524E+02
  2.68509254627313680E+01  2.93410447225537041E+02
  2.68759379689844948E+01  2.93232947108981591E+02
  2.69009504752376216E+01  2.93053161104615242E+02
  2.69259629814907484E+01  2.92871093032135434E+02
  2.69509754877438752E+01  2.92686746758747518E+02
  2.69759879939970020E+01  2.92500126199044757E+02
  2.70010005002501288E+01  2.92311235314886915E+02
  2.70260130065032520E+01  2.92120078115277579E+02
  2.70510255127563788E+01  2.91926658656239454E+02
  2.70760380190095056E+01  2.91730981040689187E+02
  2.71010505252626324E+01  2.91533049418309702E+02
  2.71260630315157591E+01  2.91332867985422013E+02
  2.71510755377688859E+01  2.91130440984854943E+02
  2.71760880440220127E+01  2.90925772705813927E+02
  2.72011005502751395E+01  2.90718867483747829E+02
  2.72261130565282663E+01  2.90509729700215019E+02
  2.72511255627813931E+01  2.90298363782747629E+02
  2.72761380690345199E+01  2.90084774204714336E+02
  2.73011505752876467E+01  2.89868965485182116E+02
  2.73261630815407734E+01  2.89650942188776355E+02
  2.73511755877939002E+01  2.89430708925539363E+02
  2.73761880940470270E+01  2.89208270350788212E+02
  2.74012006003001538E+01  2.88983631164970575E+02
  2.74262131065532806E+01  2.88756796113519101E+02
  2.74512256128064038E+01  2.88527769986705152E+02
  2.74762381190595306E+01  2.88296557619490500E+02
  2.75012506253126574E+01  2.88063163891377883E+02
  2.75262631315657842E+01  2.87827593726260318E+02
  2.75512756378189110E+01  2.87589852092269041E+02
  2.75762881440720378E+01  2.87349944001619804E+02
  2.76013006503251646E+01  2.87107874510458657E+02
  2.76263131565782913E+01  2.86863648718705065E+02
  2.76513256628314181E+01  2.86617271769895297E+02
  2.76763381690845449E+01  2.86368748851023042E+02
  2.77013506753376717E+01  2.86118085192379795E+02
  2.77263631815907985E+01  2.85865286067393356E+02
  2.77513756878439253E+01  2.85610356792465268E+02
  2.77763881940970521E+01  2.85353302726806817E+02
  2.78014007003501789E+01  2.85094129272273847E+02
  2.78264132066033021E+01  2.84832841873200323E+02
  2.78514257128564289E+01  2.84569446016230586E+02
  2.78764382191095557E+01  2.84303947230150243E+02
  2.79014507253626824E+01  2.84036351085716092E+02
  2.79264632316158092E+01  2.83766663195484284E+02
