#               time [ns]           Re(ampl) [MHz]
  2.79514757378689360E+01  2.83494889213637919E+02
  2.79764882441220628E+01  2.83221034835812873E+02
  2.80015007503751896E+01  2.82945105798922214E+02
  2.80265132566283164E+01  2.82667107880980495E+02
  2.80515257628814432E+01  2.82387046900925270E+02
  2.80765382691345700E+01  2.82104928718438714E+02
  2.81015507753876967E+01  2.81820759233767205E+02
  2.81265632816408235E+01  2.81534544387540336E+02
  2.81515757878939503E+01  2.81246290160587989E+02
  2.81765882941470771E+01  2.80956002573757019E+02
  2.82016008004002039E+01  2.80663687687726281E+02
  2.82266133066533307E+01  2.80369351602820302E+02
  2.82516258129064539E+01  2.80073000458822378E+02
  2.82766383191595807E+01  2.79774640434786249E+02
  2.83016508254127075E+01  2.79474277748846134E+02
  2.83266633316658343E+01  2.79171918658026811E+02
  2.83516758379189611E+01  2.78867569458050809E+02
  2.83766883441720879E+01  2.78561236483146502E+02
  2.84017008504252146E+01  2.78252926105853078E+02
  2.84267133566783414E+01  2.77942644736826196E+02
  2.84517258629314682E+01  2.77630398824641020E+02
  2.84767383691845950E+01  2.77316194855595199E+02
  2.85017508754377218E+01  2.77000039353510374E+02
  2.85267633816908486E+01  2.76681938879532254E+02
  2.85517758879439754E+01  2.76361900031930247E+02
  2.85767883941971021E+01  2.76039929445895723E+02
  2.86018009004502289E+01  2.75716033793339022E+02
  2.86268134067033522E+01  2.75390219782685847E+02
  2.86518259129564790E+01  2.75062494158671768E+02
  2.86768384192096057E+01  2.74732863702137024E+02
  2.87018509254627325E+01  2.74401335229819040E+02
  2.87268634317158593E+01  2.74067915594144438E+02
  2.87518759379689861E+01  2.73732611683020139E+02
  2.87768884442221129E+01  2.73395430419622926E+02
  2.88019009504752397E+01  2.73056378762189070E+02
  2.88269134567283665E+01  2.72715463703801447E+02
  2.88519259629814933E+01  2.72372692272177005E+02
  2.88769384692346200E+01  2.72028071529452404E+02
  2.89019509754877468E+01  2.71681608571969321E+02
  2.89269634817408736E+01  2.71333310530058100E+02
  2.89519759879940004E+01  2.70983184567821013E+02
  2.89769884942471272E+01  2.70631237882914320E+02
  2.90020010005002540E+01  2.70277477706329364E+02
  2.90270135067533808E+01  2.69921911302172759E+02
  2.90520260130065040E+01  2.69564545967445952E+02
  2.90770385192596308E+01  2.69205389031823017E+02
  2.91020510255127576E+01  2.68844447857428861E+02
  2.91270635317658844E+01  2.68481729838615081E+02
  2.91520760380190112E+01  2.68117242401736121E+02
  2.91770885442721379E+01  2.67750993004923657E+02
  2.92021010505252647E+01  2.67382989137860875E+02
  2.92271135567783915E+01  2.67013238321555150E+02
  2.92521260630315183E+01  2.66641748108110164E+02
  2.92771385692846451E+01  2.66268526080497907E+02
  2.93021510755377719E+01  2.65893579852328060E+02
  2.93271635817908987E+01  2.65516917067618465E+02
  2.93521760880440254E+01  2.65138545400563487E+02
  2.93771885942971522E+01  2.64758472555302149E+02
  2.94022011005502790E+01  2.64376706265685527E+02
  2.94272136068034023E+01  2.63993254295042220E+02
  2.94522261130565290E+01  2.63608124435945172E+02
  2.94772386193096558E+01  2.63221324509975261E+02
  2.95022511255627826E+01  2.62832862367486257E+02
  2.95272636318159094E+01  2.62442745887367380E+02
  2.95522761380690362E+01  2.62050982976805983E+02
  2.95772886443221630E+01  2.61657581571049548E+02
  2.96023011505752898E+01  2.61262549633166145E+02
  2.96273136568284166E+01  2.60865895153805070E+02
  2.96523261630815433E+01  2.60467626150955994E+02
  2.96773386693346701E+01  2.60067750669708232E+02
  2.97023511755877969E+01  2.59666276782008481E+02
  2.97273636818409237E+01  2.59263212586418092E+02
  2.97523761880940505E+01  2.58858566207870410E+02
  2.97773886943471773E+01  2.58452345797425892E+02
  2.98024012006003041E+01  2.58044559532028018E+02
  2.98274137068534309E+01  2.57635215614257902E+02
  2.98524262131065541E+01  2.57224322272088443E+02
  2.98774387193596809E+01  2.56811887758637056E+02
  2.99024512256128077E+01  2.56397920351919254E+02
  2.99274637318659344E+01  2.55982428354600131E+02
  2.99524762381190612E+01  2.55565420093746297E+02
  2.99774887443721880E+01  2.55146903920576278E+02
  3.00025012506253148E+01  2.54726888210211399E+02
  3.00275137568784416E+01  2.54305381361424821E+02
  3.00525262631315684E+01  2.53882391796391232E+02
  3.00775387693846952E+01  2.53457927960434944E+02
  3.01025512756378220E+01  2.53031998321777962E+02
  3.01275637818909487E+01  2.52604611371287575E+02
  3.01525762881440755E+01  2.52175775622223199E+02
  3.01775887943972023E+01  2.51745499609982403E+02
  3.02026013006503291E+01  2.51313791891846961E+02
  3.02276138069034523E+01  2.50880661046728136E+02
  3.02526263131565791E+01  2.50446115674911198E+02
  3.02776388194097059E+01  2.50010164397800196E+02
  3.03026513256628327E+01  2.49572815857661226E+02
  3.03276638319159595E+01  2.49134078717365952E+02
  3.03526763381690863E+01  2.48693961660134590E+02
  3.03776888444222131E+01  2.48252473389277867E+02
  3.04027013506753399E+01  2.47809622627939120E+02
  3.04277138569284666E+01  2.47365418118835976E+02
  3.04527263631815934E+01  2.46919868624001168E+02
  3.04777388694347202E+01  2.46472982924523194E+02
  3.05027513756878470E+01  2.46024769820286167E+02
  3.05277638819409738E+01  2.45575238129710471E+02
  3.05527763881941006E+01  2.45124396689491164E+02
  3.05777888944472274E+01  2.44672254354337412E+02
  3.06028014007003542E+01  2.44218819996711233E+02
  3.06278139069534809E+01  2.43764102506565536E+02
  3.06528264132066042E+01  2.43308110791082214E+02
  3.06778389194597310E+01  2.42850853774409160E+02
  3.07028514257128577E+01  2.42392340397398272E+02
  3.07278639319659845E+01  2.41932579617341503E+02
  3.07528764382191113E+01  2.41471580407708132E+02
  3.07778889444722381E+01  2.41009351757880580E+02
  3.08029014507253649E+01  2.40545902672890122E+02
  3.08279139569784917E+01  2.40081242173153385E+02
  3.08529264632316185E+01  2.39615379294206605E+02
  3.08779389694847453E+01  2.39148323086441394E+02
  3.09029514757378720E+01  2.38680082614839563E+02
  3.09279639819909988E+01  2.38210666958707264E+02
  3.09529764882441256E+01  2.37740085211409934E+02
  3.09779889944972524E+01  2.37268346480105606E+02
  3.10030015007503792E+01  2.36795459885479175E+02
  3.10280140070035024E+01  2.36321434561476536E+02
  3.10530265132566292E+01  2.35846279655036682E+02
  3.10780390195097560E+01  2.35370004325826528E+02
  3.11030515257628828E+01  2.34892617745972558E+02
  3.11280640320160096E+01  2.34414129099794849E+02
  3.11530765382691364E+01  2.33934547583538858E+02
  3.11780890445222632E+01  2.33453882405108374E+02
  3.12031015507753899E+01  2.32972142783798006E+02
  3.12281140570285167E+01  2.32489337950025231E+02
  3.12531265632816435E+01  2.32005477145062741E+02
  3.12781390695347703E+01  2.31520569620769976E+02
  3.13031515757878971E+01  2.31034624639325358E+02
  3.13281640820410239E+01  2.30547651472958421E+02
  3.13531765882941507E+01  2.30059659403680769E+02
  3.13781890945472774E+01  2.29570657723018172E+02
  3.14032016008004042E+01  2.29080655731741984E+02
  3.14282141070535310E+01  2.28589662739600726E+02
  3.14532266133066543E+01  2.28097688065051244E+02
  3.14782391195597810E+01  2.27604741034990269E+02
  3.15032516258129078E+01  2.27110830984486029E+02
  3.15282641320660346E+01  2.26615967256509037E+02
  3.15532766383191614E+01  2.26120159201663881E+02
  3.15782891445722882E+01  2.25623416177920006E+02
  3.16033016508254150E+01  2.25125747550343959E+02
  3.16283141570785418E+01  2.24627162690829493E+02
  3.16533266633316686E+01  2.24127670977829808E+02
  3.16783391695847953E+01  2.23627281796088681E+02
  3.17033516758379221E+01  2.23126004536371852E+02
  3.17283641820910489E+01  2.22623848595198638E+02
  3.17533766883441757E+01  2.22120823374573064E+02
  3.17783891945973025E+01  2.21616938281715932E+02
  3.18034017008504293E+01  2.21112202728796689E+02
  3.18284142071035525E+01  2.20606626132664445E+02
  3.18534267133566793E+01  2.20100217914580554E+02
  3.18784392196098061E+01  2.19592987499950084E+02
  3.19034517258629329E+01  2.19084944318054909E+02
  3.19284642321160597E+01  2.18576097801784528E+02
  3.19534767383691864E+01  2.18066457387369439E+02
  3.19784892446223132E+01  2.17556032514113895E+02
  3.20035017508754365E+01  2.17044832624127451E+02
  3.20285142571285633E+01  2.16532867162059006E+02
  3.20535267633816900E+01  2.16020145574828916E+02
  3.20785392696348168E+01  2.15506677311363347E+02
  3.21035517758879436E+01  2.14992471822326394E+02
  3.21285642821410704E+01  2.14477538559854395E+02
  3.21535767883941972E+01  2.13961886977290249E+02
  3.21785892946473240E+01  2.13445526528916275E+02
  3.22036018009004508E+01  2.12928466669689641E+02
  3.22286143071535776E+01  2.12410716854976073E+02
  3.22536268134067043E+01  2.11892286540285511E+02
  3.22786393196598311E+01  2.11373185181006363E+02
  3.23036518259129579E+01  2.10853422232141043E+02
  3.23286643321660847E+01  2.10333007148042185E+02
  3.23536768384192115E+01  2.09811949382147617E+02
  3.23786893446723383E+01  2.09290258386717340E+02
  3.24037018509254651E+01  2.08767943612569610E+02
  3.24287143571785919E+01  2.08245014508817604E+02
  3.24537268634317115E+01  2.07721480522607550E+02
  3.24787393696848383E+01  2.07197351098854739E+02
  3.25037518759379651E+01  2.06672635679982506E+02
  3.25287643821910919E+01  2.06147343705660120E+02
  3.25537768884442187E+01  2.05621484612541451E+02
  3.25787893946973455E+01  2.05095067834003316E+02
  3.26038019009504723E+01  2.04568102799885764E+02
  3.26288144072035990E+01  2.04040598936230936E+02
  3.26538269134567258E+01  2.03512565665023402E+02
  3.26788394197098526E+01  2.02984012403931388E+02
  3.27038519259629794E+01  2.02454948566046312E+02
  3.27288644322161062E+01  2.01925383559625772E+02
  3.27538769384692330E+01  2.01395326787834023E+02
  3.27788894447223598E+01  2.00864787648484963E+02
  3.28039019509754866E+01  2.00333775533784518E+02
  3.28289144572286133E+01  1.99802299830074361E+02
  3.28539269634817401E+01  1.99270369917574783E+02
  3.28789394697348669E+01  1.98737995170129381E+02
  3.29039519759879937E+01  1.98205184954949289E+02
  3.29289644822411205E+01  1.97671948632359118E+02
  3.29539769884942473E+01  1.97138295555541390E+02
  3.29789894947473741E+01  1.96604235070283920E+02
  3.30040020010005009E+01  1.96069776514725476E+02
  3.30290145072536276E+01  1.95534929219103503E+02
  3.30540270135067544E+01  1.94999702505502285E+02
  3.30790395197598812E+01  1.94464105687600238E+02
  3.31040520260130080E+01  1.93928148070419923E+02
  3.31290645322661348E+01  1.93391838950076703E+02
  3.31540770385192616E+01  1.92855187613529097E+02
  3.31790895447723884E+01  1.92318203338329226E+02
  3.32041020510255152E+01  1.91780895392374703E+02
  3.32291145572786348E+01  1.91243273033659534E+02
  3.32541270635317616E+01  1.90705345510027115E+02
  3.32791395697848884E+01  1.90167122058923155E+02
  3.33041520760380152E+01  1.89628611907149406E+02
  3.33291645822911420E+01  1.89089824270618379E+02
  3.33541770885442688E+01  1.88550768354107703E+02
  3.33791895947973956E+01  1.88011453351016087E+02
  3.34042021010505223E+01  1.87471888443119582E+02
  3.34292146073036491E+01  1.86932082800329056E+02
  3.34542271135567759E+01  1.86392045580447075E+02
  3.34792396198099027E+01  1.85851785928926688E+02
  3.35042521260630295E+01  1.85311312978630923E+02
  3.35292646323161563E+01  1.84770635849591656E+02
  3.35542771385692831E+01  1.84229763648770643E+02
  3.35792896448224099E+01  1.83688705469821201E+02
  3.36043021510755366E+01  1.83147470392849073E+02
  3.36293146573286634E+01  1.82606067484176265E+02
  3.36543271635817902E+01  1.82064505796103617E+02
  3.36793396698349170E+01  1.81522794366675441E+02
  3.37043521760880438E+01  1.80980942219444728E+02
  3.37293646823411706E+01  1.80438958363238271E+02
  3.37543771885942974E+01  1.79896851791923467E+02
  3.37793896948474242E+01  1.79354631484176195E+02
  3.38044022011005509E+01  1.78812306403248101E+02
  3.38294147073536777E+01  1.78269885496735981E+02
  3.38544272136068045E+01  1.77727377696351226E+02
  3.38794397198599313E+01  1.77184791917691030E+02
  3.39044522261130581E+01  1.76642137060009077E+02
  3.39294647323661849E+01  1.76099422005987947E+02
  3.39544772386193117E+01  1.75556655621512732E+02
  3.39794897448724385E+01  1.75013846755443950E+02
  3.40045022511255652E+01  1.74471004239393608E+02
  3.40295147573786920E+01  1.73928136887499647E+02
  3.40545272636318117E+01  1.73385253496203376E+02
  3.40795397698849385E+01  1.72842362844025928E+02
  3.41045522761380653E+01  1.72299473691348027E+02
  3.41295647823911921E+01  1.71756594780187754E+02
  3.41545772886443189E+01  1.71213734833981789E+02
  3.41795897948974456E+01  1.70670902557365480E+02
  3.42046023011505724E+01  1.70128106635955191E+02
  3.42296148074036992E+01  1.69585355736131902E+02
  3.42546273136568260E+01  1.69042658504823578E+02
  3.42796398199099528E+01  1.68500023569291443E+02
  3.43046523261630796E+01  1.67957459536914399E+02
  3.43296648324162064E+01  1.67414974994976632E+02
  3.43546773386693332E+01  1.66872578510454503E+02
  3.43796898449224599E+01  1.66330278629806202E+02
  3.44047023511755867E+01  1.65788083878760091E+02
  3.44297148574287135E+01  1.65246002762106201E+02
  3.44547273636818403E+01  1.64704043763487107E+02
  3.44797398699349671E+01  1.64162215345191385E+02
  3.45047523761880939E+01  1.63620525947946192E+02
  3.45297648824412207E+01  1.63078983990712715E+02
  3.45547773886943475E+01  1.62537597870481079E+02
  3.45797898949474742E+01  1.61996375962067219E+02
  3.46048024012006010E+01  1.61455326617911169E+02
  3.46298149074537278E+01  1.60914458167874500E+02
  3.46548274137068546E+01  1.60373778919041541E+02
  3.46798399199599814E+01  1.59833297155519006E+02
  3.47048524262131082E+01  1.59293021138238231E+02
  3.47298649324662350E+01  1.58752959104758759E+02
  3.47548774387193617E+01  1.58213119269071399E+02
  3.47798899449724885E+01  1.57673509821403798E+02
  3.48049024512256153E+01  1.57134138928026658E+02
  3.48299149574787350E+01  1.56595014731060957E+02
  3.48549274637318618E+01  1.56056145348286066E+02
  3.48799399699849886E+01  1.55517538872950013E+02
  3.49049524762381154E+01  1.54979203373579026E+02
  3.49299649824912422E+01  1.54441146893789835E+02
  3.49549774887443689E+01  1.53903377452102887E+02
  3.49799899949974957E+01  1.53365903041755416E+02
  3.50050025012506225E+01  1.52828731630517098E+02
  3.50300150075037493E+01  1.52291871160506247E+02
  3.50550275137568761E+01  1.51755329548007467E+02
  3.50800400200100029E+01  1.51219114683289547E+02
  3.51050525262631297E+01  1.50683234430425586E+02
  3.51300650325162565E+01  1.50147696627114271E+02
  3.51550775387693832E+01  1.49612509084500857E+02
  3.51800900450225100E+01  1.49077679587001768E+02
  3.52051025512756368E+01  1.48543215892127790E+02
  3.52301150575287636E+01  1.48009125730310188E+02
  3.52551275637818904E+01  1.47475416804727956E+02
  3.52801400700350172E+01  1.46942096791134901E+02
  3.53051525762881440E+01  1.46409173337689339E+02
  3.53301650825412707E+01  1.45876654064784930E+02
  3.53551775887943975E+01  1.45344546564881455E+02
  3.53801900950475243E+01  1.44812858402338151E+02
  3.54052026013006511E+01  1.44281597113247642E+02
  3.54302151075537779E+01  1.43750770205271863E+02
  3.54552276138069047E+01  1.43220385157477523E+02
  3.54802401200600315E+01  1.42690449420174531E+02
  3.55052526263131583E+01  1.42160970414755440E+02
  3.55302651325662850E+01  1.41631955533534750E+02
  3.55552776388194118E+01  1.41103412139591484E+02
  3.55802901450725386E+01  1.40575347566611185E+02
  3.56053026513256654E+01  1.40047769118730315E+02
  3.56303151575787922E+01  1.39520684070382089E+02
  3.56553276638319119E+01  1.38994099666142375E+02
  3.56803401700850387E+01  1.38468023120577612E+02
  3.57053526763381655E+01  1.37942461618094683E+02
  3.57303651825912922E+01  1.37417422312791246E+02
  3.57553776888444190E+01  1.36892912328306721E+02
  3.57803901950975458E+01  1.36368938757676688E+02
  3.58054027013506726E+01  1.35845508663186109E+02
  3.58304152076037994E+01  1.35322629076225525E+02
  3.58554277138569262E+01  1.34800306997148425E+02
  3.58804402201100530E+01  1.34278549395128778E+02
  3.59054527263631797E+01  1.33757363208021616E+02
  3.59304652326163065E+01  1.33236755342223290E+02
  3.59554777388694333E+01  1.32716732672534079E+02
  3.59804902451225601E+01  1.32197302042021846E+02
  3.60055027513756869E+01  1.31678470261886957E+02
  3.60305152576288137E+01  1.31160244111329007E+02
  3.60555277638819405E+01  1.30642630337413749E+02
  3.60805402701350673E+01  1.30125635654942982E+02
  3.61055527763881940E+01  1.29609266746324209E+02
  3.61305652826413208E+01  1.29093530261442709E+02
  3.61555777888944476E+01  1.28578432817534946E+02
  3.61805902951475744E+01  1.28063980999062352E+02
  3.62056028014007012E+01  1.27550181357587959E+02
  3.62306153076538280E+01  1.27037040411652939E+02
  3.62556278139069548E+01  1.26524564646655406E+02
  3.62806403201600816E+01  1.26012760514730999E+02
  3.63056528264132083E+01  1.25501634434633146E+02
  3.63306653326663351E+01  1.24991192791616655E+02
  3.63556778389194619E+01  1.24481441937321378E+02
  3.63806903451725887E+01  1.23972388189658403E+02
  3.64057028514257155E+01  1.23464037832696022E+02
  3.64307153576788352E+01  1.22956397116548828E+02
  3.64557278639319620E+01  1.22449472257267090E+02
  3.64807403701850888E+01  1.21943269436727775E+02
  3.65057528764382155E+01  1.21437794802527861E+02
  3.65307653826913423E+01  1.20933054467877170E+02
  3.65557778889444691E+01  1.20429054511494471E+02
  3.65807903951975959E+01  1.19925800977503926E+02
  3.66058029014507227E+01  1.19423299875333882E+02
  3.66308154077038495E+01  1.18921557179615675E+02
  3.66558279139569763E+01  1.18420578830085049E+02
  3.66808404202101030E+01  1.17920370731485036E+02
  3.67058529264632298E+01  1.17420938753469130E+02
  3.67308654327163566E+01  1.16922288730507034E+02
  3.67558779389694834E+01  1.16424426461791739E+02
  3.67808904452226102E+01  1.15927357711146882E+02
  3.68059029514757370E+01  1.15431088206937503E+02
  3.68309154577288638E+01  1.14935623641980101E+02
  3.68559279639819906E+01  1.14440969673455655E+02
  3.68809404702351173E+01  1.13947131922823999E+02
  3.69059529764882441E+01  1.13454115975738446E+02
  3.69309654827413709E+01  1.12961927381963250E+02
  3.69559779889944977E+01  1.12470571655291550E+02
  3.69809904952476245E+01  1.11980054273465882E+02
  3.70060030015007513E+01  1.11490380678098461E+02
  3.70310155077538781E+01  1.11001556274594392E+02
  3.70560280140070049E+01  1.10513586432076167E+02
  3.70810405202601316E+01  1.10026476483308429E+02
  3.71060530265132584E+01  1.09540231724625997E+02
  3.71310655327663852E+01  1.09054857415861647E+02
  3.71560780390195120E+01  1.08570358780276408E+02
  3.71810905452726388E+01  1.08086741004491500E+02
  3.72061030515257656E+01  1.07604009238420289E+02
  3.72311155577788924E+01  1.07122168595203902E+02
  3.72561280640320120E+01  1.06641224151146190E+02
  3.72811405702851388E+01  1.06161180945651097E+02
  3.73061530765382656E+01  1.05682043981162110E+02
  3.73311655827913924E+01  1.05203818223102559E+02
  3.73561780890445192E+01  1.04726508599816640E+02
  3.73811905952976460E+01  1.04250120002513114E+02
  3.74062031015507728E+01  1.03774657285210566E+02
  3.74312156078038996E+01  1.03300125264682492E+02
  3.74562281140570263E+01  1.02826528720406174E+02
  3.74812406203101531E+01  1.02353872394510930E+02
  3.75062531265632799E+01  1.01882160991729208E+02
  3.75312656328164067E+01  1.01411399179348535E+02
  3.75562781390695335E+01  1.00941591587165632E+02
  3.75812906453226603E+01  1.00472742807440696E+02
  3.76063031515757871E+01  1.00004857394854525E+02
  3.76313156578289139E+01  9.95379398664663029E+01
  3.76563281640820406E+01  9.90719947016736597E+01
  3.76813406703351674E+01  9.86070263421728015E+01
  3.77063531765882942E+01  9.81430391919220426E+01
  3.77313656828414210E+01  9.76800376171048157E+01
  3.77563781890945478E+01  9.72180259460956790E+01
  3.77813906953476746E+01  9.67570084694275039E+01
  3.78064032016008014E+01  9.62969894397591304E+01
  3.78314157078539282E+01  9.58379730718462355E+01
  3.78564282141070549E+01  9.53799635425118453E+01
  3.78814407203601817E+01  9.49229649906197750E+01
  3.79064532266133085E+01  9.44669815170486800E+01
  3.79314657328664353E+01  9.40120171846684798E+01
  3.79564782391195621E+01  9.35580760183168110E+01
  3.79814907453726889E+01  9.31051620047784070E+01
  3.80065032516258157E+01  9.26532790927655725E+01
  3.80315157578789353E+01  9.22024311928992404E+01
  3.80565282641320621E+01  9.17526221776928566E+01
  3.80815407703851889E+01  9.13038558815368049E+01
  3.81065532766383157E+01  9.08561361006847079E+01
  3.81315657828914425E+01  9.04094665932409498E+01
  3.81565782891445693E+01  8.99638510791503876E+01
  3.81815907953976961E+01  8.95192932401881052E+01
  3.82066033016508229E+01  8.90757967199520806E+01
  3.82316158079039496E+01  8.86333651238569473E+01
  3.82566283141570764E+01  8.81920020191284380E+01
  3.82816408204102032E+01  8.77517109348001867E+01
  3.83066533266633300E+01  8.73124953617121378E+01
  3.83316658329164568E+01  8.68743587525091954E+01
  3.83566783391695836E+01  8.64373045216429574E+01
  3.83816908454227104E+01  8.60013360453734492E+01
  3.84067033516758372E+01  8.55664566617732021E+01
  3.84317158579289639E+01  8.51326696707330370E+01
  3.84567283641820907E+01  8.46999783339679482E+01
  3.84817408704352175E+01  8.42683858750259986E+01
  3.85067533766883443E+01  8.38378954792980551E+01
  3.85317658829414711E+01  8.34085102940284031E+01
  3.85567783891945979E+01  8.29802334283278356E+01
  3.85817908954477247E+01  8.25530679531873375E+01
  3.86068034017008515E+01  8.21270169014942013E+01
  3.86318159079539782E+01  8.17020832680482130E+01
  3.86568284142071050E+01  8.12782700095804955E+01
  3.86818409204602318E+01  8.08555800447734612E+01
  3.87068534267133586E+01  8.04340162542816159E+01
  3.87318659329664854E+01  8.00135814807549792E+01
  3.87568784392196122E+01  7.95942785288625316E+01
  3.87818909454727390E+01  7.91761101653181072E+01
  3.88069034517258658E+01  7.87590791189078914E+01
  3.88319159579789925E+01  7.83431880805179901E+01
  3.88569284642321122E+01  7.79284397031650258E+01
  3.88819409704852390E+01  7.75148366020271311E+01
  3.89069534767383658E+01  7.71023813544768757E+01
  3.89319659829914926E+01  7.66910765001151447E+01
  3.89569784892446194E+01  7.62809245408072343E+01
  3.89819909954977462E+01  7.58719279407191181E+01
  3.90070035017508729E+01  7.54640891263566971E+01
  3.90320160080039997E+01  7.50574104866048089E+01
  3.90570285142571265E+01  7.46518943727689219E+01
  3.90820410205102533E+01  7.42475430986175553E+01
  3.91070535267633801E+01  7.38443589404267158E+01
  3.91320660330165069E+01  7.34423441370247190E+01
  3.91570785392696337E+01  7.30415008898393410E+01
  3.91820910455227605E+01  7.26418313629459078E+01
  3.92071035517758872E+01  7.22433376831172609E+01
  3.92321160580290140E+01  7.18460219398740776E+01
  3.92571285642821408E+01  7.14498861855379062E+01
  3.92821410705352676E+01  7.10549324352843428E+01
  3.93071535767883944E+01  7.06611626671984112E+01
  3.93321660830415212E+01  7.02685788223312784E+01
  3.93571785892946480E+01  6.98771828047575099E+01
  3.93821910955477748E+01  6.94869764816349971E+01
  3.94072036018009015E+01  6.90979616832648560E+01
  3.94322161080540283E+01  6.87101402031536850E+01
  3.94572286143071551E+01  6.83235137980771157E+01
  3.94822411205602819E+01  6.79380841881439039E+01
  3.95072536268134087E+01  6.75538530568621951E+01
  3.95322661330665355E+01  6.71708220512068550E+01
  3.95572786393196623E+01  6.67889927816878952E+01
  3.95822911455727890E+01  6.64083668224210726E+01
  3.96073036518259158E+01  6.60289457111982614E+01
  3.96323161580790355E+01  6.56507309495611082E+01
  3.96573286643321623E+01  6.52737240028738483E+01
  3.96823411705852891E+01  6.48979263003998739E+01
  3.97073536768384159E+01  6.45233392353772501E+01
  3.97323661830915427E+01  6.41499641650971313E+01
  3.97573786893446695E+01  6.37778024109827939E+01
  3.97823911955977962E+01  6.34068552586704612E+01
  3.98074037018509230E+01  6.30371239580905254E+01
  3.98324162081040498E+01  6.26686097235508939E+01
  3.98574287143571766E+01  6.23013137338217646E+01
  3.98824412206103034E+01  6.19352371322204363E+01
  3.99074537268634302E+01  6.15703810266991027E+01
  3.99324662331165570E+01  6.12067464899323141E+01
  3.99574787393696838E+01  6.08443345594067750E+01
  3.99824912456228105E+01  6.04831462375123294E+01
  4.00075037518759373E+01  6.01231824916333650E+01
  4.00325162581290641E+01  5.97644442542422638E+01
  4.00575287643821909E+01  5.94069324229942879E+01
  4.00825412706353177E+01  5.90506478608226502E+01
  4.01075537768884445E+01  5.86955913960357734E+01
  4.01325662831415713E+01  5.83417638224154942E+01
  4.01575787893946980E+01  5.79891658993165606E+01
  4.01825912956478248E+01  5.76377983517669890E+01
  4.02076038019009516E+01  5.72876618705699840E+01
  4.02326163081540784E+01  5.69387571124073446E+01
  4.02576288144072052E+01  5.65910846999430674E+01
  4.02826413206603320E+01  5.62446452219296020E+01
  4.03076538269134588E+01  5.58994392333137711E+01
  4.03326663331665856E+01  5.55554672553449080E+01
  4.03576788394197123E+01  5.52127297756842381E+01
  4.03826913456728391E+01  5.48712272485143018E+01
  4.04077038519259659E+01  5.45309600946511992E+01
  4.04327163581790927E+01  5.41919287016563942E+01
  4.04577288644322124E+01  5.38541334239509339E+01
  4.04827413706853392E+01  5.35175745829296972E+01
  4.05077538769384660E+01  5.31822524670783778E+01
  4.05327663831915928E+01  5.28481673320896661E+01
  4.05577788894447195E+01  5.25153194009819089E+01
  4.05827913956978463E+01  5.21837088642188363E+01
  4.06078039019509731E+01  5.18533358798293946E+01
  4.06328164082040999E+01  5.15242005735302300E+01
  4.06578289144572267E+01  5.11963030388477023E+01
  4.06828414207103535E+01  5.08696433372422590E+01
  4.07078539269634803E+01  5.05442214982332132E+01
  4.07328664332166070E+01  5.02200375195247872E+01
  4.07578789394697338E+01  4.98970913671336334E+01
  4.07828914457228606E+01  4.95753829755165256E+01
  4.08079039519759874E+01  4.92549122477000481E+01
  4.08329164582291142E+01  4.89356790554106809E+01
  4.08579289644822410E+01  4.86176832392070608E+01
  4.08829414707353678E+01  4.83009246086112896E+01
  4.09079539769884946E+01  4.79854029422433186E+01
  4.09329664832416213E+01  4.76711179879553058E+01
  4.09579789894947481E+01  4.73580694629672081E+01
  4.09829914957478749E+01  4.70462570540037035E+01
  4.10080040020010017E+01  4.67356804174316736E+01
  4.10330165082541285E+01  4.64263391793987950E+01
  4.10580290145072553E+01  4.61182329359735022E+01
  4.10830415207603821E+01  4.58113612532855115E+01
  4.11080540270135089E+01  4.55057236676679224E+01
  4.11330665332666356E+01  4.52013196857994188E+01
  4.11580790395197624E+01  4.48981487848482317E+01
  4.11830915457728892E+01  4.45962104126166707E+01
  4.12081040520260160E+01  4.42955039876873613E+01
  4.12331165582791357E+01  4.39960288995689055E+01
  4.12581290645322625E+01  4.36977845088438528E+01
  4.12831415707853893E+01  4.34007701473173739E+01
  4.13081540770385160E+01  4.31049851181667805E+01
  4.13331665832916428E+01  4.28104286960914209E+01
  4.13581790895447696E+01  4.25171001274643459E+01
  4.13831915957978964E+01  4.22249986304844924E+01
  4.14082041020510232E+01  4.19341233953295855E+01
  4.14332166083041500E+01  4.16444735843108944E+01
  4.14582291145572768E+01  4.13560483320271643E+01
  4.14832416208104036E+01  4.10688467455211281E+01
  4.15082541270635303E+01  4.07828679044359887E+01
  4.15332666333166571E+01  4.04981108611730463E+01
  4.15582791395697839E+01  4.02145746410502980E+01
  4.15832916458229107E+01  3.99322582424616215E+01
  4.16083041520760375E+01  3.96511606370368241E+01
  4.16333166583291643E+01  3.93712807698028797E+01
  4.16583291645822911E+01  3.90926175593456051E+01
  4.16833416708354179E+01  3.88151698979727087E+01
  4.17083541770885446E+01  3.85389366518767602E+01
  4.17333666833416714E+01  3.82639166612999091E+01
  4.17583791895947982E+01  3.79901087406989149E+01
  4.17833916958479250E+01  3.77175116789109168E+01
  4.18084042021010518E+01  3.74461242393207527E+01
  4.18334167083541786E+01  3.71759451600275810E+01
  4.18584292146073054E+01  3.69069731540138122E+01
  4.18834417208604322E+01  3.66392069093139412E+01
  4.19084542271135589E+01  3.63726450891843385E+01
