#               time [ns]                      <n>
   2.7888944472236123E+01   2.3503531476247333E-01
   2.7913956978489246E+01   2.3484644038909663E-01
   2.7938969484742373E+01   2.3465918233515387E-01
   2.7963981990995496E+01   2.3447352718038672E-01
   2.7988994497248626E+01   2.3428945978137902E-01
   2.8014007003501753E+01   2.3410696324351268E-01
   2.8039019509754876E+01   2.3392601889599021E-01
   2.8064032016008007E+01   2.3374660627001193E-01
   2.8089044522261133E+01   2.3356870308018290E-01
   2.8114057028514257E+01   2.3339228520922031E-01
   2.8139069534767387E+01   2.3321732669601902E-01
   2.8164082041020510E+01   2.3304379972712877E-01
   2.8189094547273637E+01   2.3287167463168232E-01
   2.8214107053526767E+01   2.3270091987981312E-01
   2.8239119559779891E+01   2.3253150208458137E-01
   2.8264132066033017E+01   2.3236338600742884E-01
   2.8289144572286148E+01   2.3219653456716732E-01
   2.8314157078539271E+01   2.3203090885249686E-01
   2.8339169584792398E+01   2.3186646813804881E-01
   2.8364182091045528E+01   2.3170316990392542E-01
   2.8389194597298651E+01   2.3154096985871500E-01
   2.8414207103551778E+01   2.3137982196594331E-01
   2.8439219609804901E+01   2.3121967847391378E-01
   2.8464232116058032E+01   2.3106048994888551E-01
   2.8489244622311158E+01   2.3090220531152841E-01
   2.8514257128564282E+01   2.3074477187658213E-01
   2.8539269634817412E+01   2.3058813539564474E-01
   2.8564282141070539E+01   2.3043224010300870E-01
   2.8589294647323662E+01   2.3027702876444511E-01
   2.8614307153576792E+01   2.3012244272884783E-01
   2.8639319659829916E+01   2.2996842198262332E-01
   2.8664332166083042E+01   2.2981490520672251E-01
   2.8689344672336173E+01   2.2966182983619096E-01
   2.8714357178589296E+01   2.2950913212212007E-01
   2.8739369684842423E+01   2.2935674719586865E-01
   2.8764382191095553E+01   2.2920460913541962E-01
   2.8789394697348676E+01   2.2905265103374106E-01
   2.8814407203601803E+01   2.2890080506900215E-01
   2.8839419709854926E+01   2.2874900257650471E-01
   2.8864432216108057E+01   2.2859717412217567E-01
   2.8889444722361183E+01   2.2844524957747533E-01
   2.8914457228614307E+01   2.2829315819555984E-01
   2.8939469734867437E+01   2.2814082868854596E-01
   2.8964482241120564E+01   2.2798818930571704E-01
   2.8989494747373687E+01   2.2783516791250991E-01
   2.9014507253626817E+01   2.2768169207012431E-01
   2.9039519759879941E+01   2.2752768911558696E-01
   2.9064532266133067E+01   2.2737308624211586E-01
   2.9089544772386198E+01   2.2721781057961554E-01
   2.9114557278639321E+01   2.2706178927514697E-01
   2.9139569784892448E+01   2.2690494957320742E-01
   2.9164582291145578E+01   2.2674721889566510E-01
   2.9189594797398701E+01   2.2658852492118572E-01
   2.9214607303651828E+01   2.2642879566400143E-01
   2.9239619809904951E+01   2.2626795955186191E-01
   2.9264632316158082E+01   2.2610594550302190E-01
   2.9289644822411208E+01   2.2594268300211712E-01
   2.9314657328664332E+01   2.2577810217478064E-01
   2.9339669834917462E+01   2.2561213386086307E-01
   2.9364682341170589E+01   2.2544470968611802E-01
   2.9389694847423712E+01   2.2527576213222111E-01
   2.9414707353676842E+01   2.2510522460499419E-01
   2.9439719859929966E+01   2.2493303150071078E-01
   2.9464732366183092E+01   2.2475911827036876E-01
   2.9489744872436223E+01   2.2458342148181062E-01
   2.9514757378689346E+01   2.2440587887959246E-01
   2.9539769884942473E+01   2.2422642944249285E-01
   2.9564782391195603E+01   2.2404501343856945E-01
   2.9589794897448726E+01   2.2386157247767535E-01
   2.9614807403701853E+01   2.2367604956134707E-01
   2.9639819909954984E+01   2.2348838912999214E-01
   2.9664832416208107E+01   2.2329853710730266E-01
   2.9689844922461234E+01   2.2310644094183193E-01
   2.9714857428714357E+01   2.2291204964567699E-01
   2.9739869934967487E+01   2.2271531383021662E-01
   2.9764882441220614E+01   2.2251618573886200E-01
   2.9789894947473737E+01   2.2231461927677948E-01
   2.9814907453726867E+01   2.2211057003756152E-01
   2.9839919959979994E+01   2.2190399532681743E-01
   2.9864932466233117E+01   2.2169485418267107E-01
   2.9889944972486248E+01   2.2148310739315419E-01
   2.9914957478739368E+01   2.2126871751049443E-01
   2.9939969984992498E+01   2.2105164886229967E-01
   2.9964982491245628E+01   2.2083186755965481E-01
   2.9989994997498748E+01   2.2060934150214284E-01
   3.0015007503751878E+01   2.2038404037981654E-01
   3.0040020010005009E+01   2.2015593567215247E-01
   3.0065032516258128E+01   2.1992500064402373E-01
   3.0090045022511259E+01   2.1969121033873104E-01
   3.0115057528764382E+01   2.1945454156814542E-01
   3.0140070035017509E+01   2.1921497290001546E-01
   3.0165082541270639E+01   2.1897248464249816E-01
   3.0190095047523762E+01   2.1872705882598062E-01
   3.0215107553776893E+01   2.1847867918226432E-01
   3.0240120060030019E+01   2.1822733112118420E-01
   3.0265132566283143E+01   2.1797300170475006E-01
   3.0290145072536273E+01   2.1771567961888874E-01
   3.0315157578789393E+01   2.1745535514288214E-01
   3.0340170085042523E+01   2.1719202011659136E-01
   3.0365182591295653E+01   2.1692566790556969E-01
   3.0390195097548773E+01   2.1665629336415931E-01
   3.0415207603801903E+01   2.1638389279668369E-01
   3.0440220110055034E+01   2.1610846391683849E-01
   3.0465232616308153E+01   2.1583000580539288E-01
   3.0490245122561284E+01   2.1554851886631876E-01
   3.0515257628814407E+01   2.1526400478145744E-01
   3.0540270135067534E+01   2.1497646646384533E-01
   3.0565282641320664E+01   2.1468590800981710E-01
   3.0590295147573787E+01   2.1439233465000807E-01
   3.0615307653826914E+01   2.1409575269937503E-01
   3.0640320160080044E+01   2.1379616950636374E-01
   3.0665332666333168E+01   2.1349359340133883E-01
   3.0690345172586294E+01   2.1318803364440883E-01
   3.0715357678839418E+01   2.1287950037276152E-01
   3.0740370185092548E+01   2.1256800454764141E-01
   3.0765382691345675E+01   2.1225355790108438E-01
   3.0790395197598798E+01   2.1193617288253791E-01
   3.0815407703851928E+01   2.1161586260548562E-01
   3.0840420210105055E+01   2.1129264079419546E-01
   3.0865432716358178E+01   2.1096652173071032E-01
   3.0890445222611309E+01   2.1063752020219856E-01
   3.0915457728864435E+01   2.1030565144877730E-01
   3.0940470235117559E+01   2.0997093111192042E-01
   3.0965482741370689E+01   2.0963337518356395E-01
   3.0990495247623812E+01   2.0929299995600964E-01
   3.1015507753876939E+01   2.0894982197273612E-01
   3.1040520260130069E+01   2.0860385798021502E-01
   3.1065532766383193E+01   2.0825512488083142E-01
   3.1090545272636319E+01   2.0790363968699968E-01
   3.1115557778889450E+01   2.0754941947656574E-01
   3.1140570285142573E+01   2.0719248134958151E-01
   3.1165582791395700E+01   2.0683284238653571E-01
   3.1190595297648823E+01   2.0647051960811369E-01
   3.1215607803901953E+01   2.0610552993656450E-01
   3.1240620310155080E+01   2.0573789015873983E-01
   3.1265632816408203E+01   2.0536761689087282E-01
   3.1290645322661334E+01   2.0499472654515441E-01
   3.1315657828914460E+01   2.0461923529816009E-01
   3.1340670335167584E+01   2.0424115906118029E-01
   3.1365682841420714E+01   2.0386051345249787E-01
   3.1390695347673837E+01   2.0347731377165121E-01
   3.1415707853926964E+01   2.0309157497572045E-01
   3.1440720360180094E+01   2.0270331165766439E-01
   3.1465732866433218E+01   2.0231253802673396E-01
   3.1490745372686344E+01   2.0191926789098161E-01
   3.1515757878939475E+01   2.0152351464188201E-01
   3.1540770385192598E+01   2.0112529124107043E-01
   3.1565782891445725E+01   2.0072461020920906E-01
   3.1590795397698848E+01   2.0032148361697438E-01
   3.1615807903951978E+01   1.9991592307816400E-01
   3.1640820410205105E+01   1.9950793974491110E-01
   3.1665832916458228E+01   1.9909754430499360E-01
   3.1690845422711359E+01   1.9868474698121305E-01
   3.1715857928964486E+01   1.9826955753282463E-01
   3.1740870435217609E+01   1.9785198525898429E-01
   3.1765882941470739E+01   1.9743203900418338E-01
   3.1790895447723862E+01   1.9700972716562928E-01
   3.1815907953976989E+01   1.9658505770253268E-01
   3.1840920460230119E+01   1.9615803814725508E-01
   3.1865932966483243E+01   1.9572867561826426E-01
   3.1890945472736369E+01   1.9529697683484756E-01
   3.1915957978989500E+01   1.9486294813352217E-01
   3.1940970485242623E+01   1.9442659548608418E-01
   3.1965982991495750E+01   1.9398792451923266E-01
   3.1990995497748873E+01   1.9354694053569865E-01
   3.2016008004002003E+01   1.9310364853681272E-01
   3.2041020510255130E+01   1.9265805324643662E-01
   3.2066033016508257E+01   1.9221015913618528E-01
   3.2091045522761384E+01   1.9175997045185997E-01
   3.2116058029014511E+01   1.9130749124101640E-01
   3.2141070535267637E+01   1.9085272538158093E-01
   3.2166083041520764E+01   1.9039567661143900E-01
   3.2191095547773891E+01   1.8993634855890651E-01
   3.2216108054027018E+01   1.8947474477399992E-01
   3.2241120560280145E+01   1.8901086876041806E-01
   3.2266133066533264E+01   1.8854472400814812E-01
   3.2291145572786398E+01   1.8807631402660976E-01
   3.2316158079039525E+01   1.8760564237824520E-01
   3.2341170585292645E+01   1.8713271271246845E-01
   3.2366183091545778E+01   1.8665752879988617E-01
   3.2391195597798905E+01   1.8618009456669926E-01
   3.2416208104052025E+01   1.8570041412919885E-01
   3.2441220610305159E+01   1.8521849182826783E-01
   3.2466233116558278E+01   1.8473433226380306E-01
   3.2491245622811405E+01   1.8424794032896985E-01
   3.2516258129064539E+01   1.8375932124420830E-01
   3.2541270635317659E+01   1.8326848059090484E-01
   3.2566283141570786E+01   1.8277542434464764E-01
   3.2591295647823920E+01   1.8228015890798985E-01
   3.2616308154077039E+01   1.8178269114263751E-01
   3.2641320660330166E+01   1.8128302840099000E-01
   3.2666333166583293E+01   1.8078117855695863E-01
   3.2691345672836420E+01   1.8027715003599132E-01
   3.2716358179089546E+01   1.7977095184423472E-01
   3.2741370685342673E+01   1.7926259359676844E-01
   3.2766383191595800E+01   1.7875208554484701E-01
   3.2791395697848927E+01   1.7823943860208982E-01
   3.2816408204102054E+01   1.7772466436956053E-01
   3.2841420710355180E+01   1.7720777515968375E-01
   3.2866433216608307E+01   1.7668878401894267E-01
   3.2891445722861434E+01   1.7616770474931726E-01
   3.2916458229114561E+01   1.7564455192840958E-01
   3.2941470735367687E+01   1.7511934092822304E-01
   3.2966483241620814E+01   1.7459208793255107E-01
   3.2991495747873941E+01   1.7406280995294540E-01
   3.3016508254127068E+01   1.7353152484323070E-01
   3.3041520760380195E+01   1.7299825131253971E-01
   3.3066533266633314E+01   1.7246300893684333E-01
   3.3091545772886448E+01   1.7192581816895874E-01
   3.3116558279139575E+01   1.7138670034701586E-01
   3.3141570785392695E+01   1.7084567770137121E-01
   3.3166583291645829E+01   1.7030277335996030E-01
   3.3191595797898955E+01   1.6975801135208063E-01
   3.3216608304152075E+01   1.6921141661060793E-01
   3.3241620810405209E+01   1.6866301497264122E-01
   3.3266633316658329E+01   1.6811283317858611E-01
   3.3291645822911455E+01   1.6756089886968450E-01
   3.3316658329164589E+01   1.6700724058399835E-01
   3.3341670835417709E+01   1.6645188775087019E-01
   3.3366683341670836E+01   1.6589487068387074E-01
   3.3391695847923970E+01   1.6533622057226063E-01
   3.3416708354177089E+01   1.6477596947098791E-01
   3.3441720860430216E+01   1.6421415028925407E-01
   3.3466733366683350E+01   1.6365079677766933E-01
   3.3491745872936470E+01   1.6308594351404185E-01
   3.3516758379189596E+01   1.6251962588783039E-01
   3.3541770885442723E+01   1.6195188008329758E-01
   3.3566783391695850E+01   1.6138274306141270E-01
   3.3591795897948977E+01   1.6081225254053810E-01
   3.3616808404202104E+01   1.6024044697595183E-01
   3.3641820910455230E+01   1.5966736553825048E-01
   3.3666833416708357E+01   1.5909304809068542E-01
   3.3691845922961484E+01   1.5851753516547704E-01
   3.3716858429214611E+01   1.5794086793917114E-01
   3.3741870935467730E+01   1.5736308820708095E-01
   3.3766883441720864E+01   1.5678423835687857E-01
   3.3791895947973991E+01   1.5620436134139171E-01
   3.3816908454227111E+01   1.5562350065065964E-01
   3.3841920960480245E+01   1.5504170028331563E-01
   3.3866933466733371E+01   1.5445900471734950E-01
   3.3891945972986491E+01   1.5387545888031706E-01
   3.3916958479239625E+01   1.5329110811905036E-01
   3.3941970985492745E+01   1.5270599816894032E-01
   3.3966983491745872E+01   1.5212017512284526E-01
   3.3991995997999005E+01   1.5153368539969317E-01
   3.4017008504252125E+01   1.5094657571283837E-01
   3.4042021010505252E+01   1.5035889303823297E-01
   3.4067033516758386E+01   1.4977068458247733E-01
   3.4092046023011505E+01   1.4918199775081004E-01
   3.4117058529264632E+01   1.4859288011509711E-01
   3.4142071035517759E+01   1.4800337938188099E-01
   3.4167083541770886E+01   1.4741354336055057E-01
   3.4192096048024013E+01   1.4682341993168535E-01
   3.4217108554277139E+01   1.4623305701563688E-01
   3.4242121060530266E+01   1.4564250254139863E-01
   3.4267133566783393E+01   1.4505180441581994E-01
   3.4292146073036520E+01   1.4446101049322058E-01
   3.4317158579289647E+01   1.4387016854545143E-01
   3.4342171085542773E+01   1.4327932623245573E-01
   3.4367183591795900E+01   1.4268853107337875E-01
   3.4392196098049027E+01   1.4209783041826848E-01
   3.4417208604302154E+01   1.4150727142041761E-01
   3.4442221110555280E+01   1.4091690100938437E-01
   3.4467233616808407E+01   1.4032676586473491E-01
   3.4492246123061534E+01   1.3973691239054559E-01
   3.4517258629314661E+01   1.3914738669069987E-01
   3.4542271135567781E+01   1.3855823454501584E-01
   3.4567283641820914E+01   1.3796950138623412E-01
   3.4592296148074041E+01   1.3738123227789703E-01
   3.4617308654327161E+01   1.3679347189314323E-01
   3.4642321160580295E+01   1.3620626449444576E-01
   3.4667333666833422E+01   1.3561965391431391E-01
   3.4692346173086541E+01   1.3503368353697795E-01
   3.4717358679339675E+01   1.3444839628107513E-01
   3.4742371185592802E+01   1.3386383458334974E-01
   3.4767383691845922E+01   1.3328004038338326E-01
   3.4792396198099055E+01   1.3269705510936070E-01
   3.4817408704352175E+01   1.3211491966488056E-01
   3.4842421210605302E+01   1.3153367441681654E-01
   3.4867433716858436E+01   1.3095335918423073E-01
   3.4892446223111556E+01   1.3037401322833869E-01
   3.4917458729364682E+01   1.2979567524352512E-01
   3.4942471235617816E+01   1.2921838334940502E-01
   3.4967483741870936E+01   1.2864217508392251E-01
   3.4992496248124063E+01   1.2806708739748121E-01
   3.5017508754377189E+01   1.2749315664809080E-01
   3.5042521260630316E+01   1.2692041859751990E-01
   3.5067533766883443E+01   1.2634890840843904E-01
   3.5092546273136570E+01   1.2577866064253396E-01
   3.5117558779389697E+01   1.2520970925957314E-01
   3.5142571285642823E+01   1.2464208761740719E-01
   3.5167583791895950E+01   1.2407582847287715E-01
   3.5192596298149077E+01   1.2351096398360548E-01
   3.5217608804402204E+01   1.2294752571064806E-01
   3.5242621310655331E+01   1.2238554462197297E-01
   3.5267633816908457E+01   1.2182505109674484E-01
   3.5292646323161584E+01   1.2126607493037565E-01
   3.5317658829414711E+01   1.2070864534031839E-01
   3.5342671335667838E+01   1.2015279097256480E-01
   3.5367683841920964E+01   1.1959853990881709E-01
   3.5392696348174091E+01   1.1904591967429658E-01
   3.5417708854427211E+01   1.1849495724615533E-01
   3.5442721360680345E+01   1.1794567906245261E-01
   3.5467733866933472E+01   1.1739811103166142E-01
   3.5492746373186591E+01   1.1685227854266583E-01
   3.5517758879439725E+01   1.1630820647521170E-01
   3.5542771385692852E+01   1.1576591921077310E-01
   3.5567783891945972E+01   1.1522544064379427E-01
   3.5592796398199106E+01   1.1468679419327177E-01
   3.5617808904452225E+01   1.1415000281463390E-01
   3.5642821410705352E+01   1.1361508901188233E-01
   3.5667833916958486E+01   1.1308207484995600E-01
   3.5692846423211606E+01   1.1255098196727932E-01
   3.5717858929464732E+01   1.1202183158845637E-01
   3.5742871435717866E+01   1.1149464453707554E-01
   3.5767883941970986E+01   1.1096944124858553E-01
   3.5792896448224113E+01   1.1044624178320805E-01
   3.5817908954477240E+01   1.0992506583885124E-01
   3.5842921460730366E+01   1.0940593276398909E-01
   3.5867933966983493E+01   1.0888886157047220E-01
   3.5892946473236620E+01   1.0837387094623951E-01
   3.5917958979489747E+01   1.0786097926789540E-01
   3.5942971485742873E+01   1.0735020461312418E-01
   3.5967983991996000E+01   1.0684156477291080E-01
   3.5992996498249127E+01   1.0633507726353933E-01
   3.6018009004502254E+01   1.0583075933834227E-01
   3.6043021510755381E+01   1.0532862799917425E-01
   3.6068034017008507E+01   1.0482870000758499E-01
   3.6093046523261634E+01   1.0433099189566888E-01
   3.6118059029514761E+01   1.0383551997656848E-01
   3.6143071535767888E+01   1.0334230035461138E-01
   3.6168084042021015E+01   1.0285134893506181E-01
   3.6193096548274141E+01   1.0236268143346842E-01
   3.6218109054527268E+01   1.0187631338459266E-01
   3.6243121560780395E+01   1.0139226015090286E-01
   3.6268134067033522E+01   1.0091053693062081E-01
   3.6293146573286641E+01   1.0043115876530893E-01
   3.6318159079539775E+01   9.9954140546988285E-02
   3.6343171585792902E+01   9.9479497024778069E-02
   3.6368184092046022E+01   9.9007242811050861E-02
   3.6393196598299156E+01   9.8537392387095121E-02
   3.6418209104552282E+01   9.8069960108284671E-02
   3.6443221610805402E+01   9.7604960208748648E-02
   3.6468234117058536E+01   9.7142406805542467E-02
   3.6493246623311656E+01   9.6682313902320363E-02
   3.6518259129564782E+01   9.6224695392509330E-02
   3.6543271635817916E+01   9.5769565061987721E-02
   3.6568284142071036E+01   9.5316936591273924E-02
   3.6593296648324163E+01   9.4866823557228405E-02
   3.6618309154577297E+01   9.4419239434276533E-02
   3.6643321660830416E+01   9.3974197595160722E-02
   3.6668334167083543E+01   9.3531711311228324E-02
   3.6693346673336670E+01   9.3091793752267643E-02
   3.6718359179589797E+01   9.2654457985902008E-02
   3.6743371685842924E+01   9.2219716976551874E-02
   3.6768384192096050E+01   9.1787583583980925E-02
   3.6793396698349177E+01   9.1358070561438673E-02
   3.6818409204602304E+01   9.0931190553410243E-02
   3.6843421710855431E+01   9.0506956092994945E-02
   3.6868434217108558E+01   9.0085379598923376E-02
   3.6893446723361677E+01   8.9666473372233185E-02
   3.6918459229614811E+01   8.9250249592618014E-02
   3.6943471735867938E+01   8.8836720314468154E-02
   3.6968484242121058E+01   8.8425897462620848E-02
   3.6993496748374191E+01   8.8017792827836908E-02
   3.7018509254627318E+01   8.7612418062023661E-02
   3.7043521760880438E+01   8.7209784673221311E-02
   3.7068534267133572E+01   8.6809904020373377E-02
   3.7093546773386691E+01   8.6412787307897407E-02
   3.7118559279639818E+01   8.6018445580077707E-02
   3.7143571785892952E+01   8.5626889715297111E-02
   3.7168584292146072E+01   8.5238130420127414E-02
   3.7193596798399199E+01   8.4852178223297312E-02
   3.7218609304652333E+01   8.4469043469555694E-02
   3.7243621810905452E+01   8.4088736313449555E-02
   3.7268634317158579E+01   8.3711266713033888E-02
   3.7293646823411713E+01   8.3336644423532530E-02
   3.7318659329664833E+01   8.2964878990966093E-02
   3.7343671835917959E+01   8.2595979745763978E-02
   3.7368684342171086E+01   8.2229955796379067E-02
   3.7393696848424213E+01   8.1866816022918829E-02
   3.7418709354677340E+01   8.1506569070810164E-02
   3.7443721860930467E+01   8.1149223344512272E-02
   3.7468734367183593E+01   8.0794787001292223E-02
   3.7493746873436720E+01   8.0443267945078362E-02
   3.7518759379689847E+01   8.0094673820402654E-02
   3.7543771885942974E+01   7.9749012006446851E-02
   3.7568784392196100E+01   7.9406289611203870E-02
   3.7593796898449227E+01   7.9066513465765612E-02
   3.7618809404702354E+01   7.8729690118746837E-02
   3.7643821910955481E+01   7.8395825830859800E-02
   3.7668834417208608E+01   7.8064926569641063E-02
   3.7693846923461734E+01   7.7736998004348398E-02
   3.7718859429714861E+01   7.7412045501028204E-02
   3.7743871935967988E+01   7.7090074117765320E-02
   3.7768884442221108E+01   7.6771088600119053E-02
   3.7793896948474242E+01   7.6455093376753935E-02
   3.7818909454727368E+01   7.6142092555268229E-02
   3.7843921960980488E+01   7.5832089918225931E-02
   3.7868934467233622E+01   7.5525088919396535E-02
   3.7893946973486749E+01   7.5221092680203286E-02
   3.7918959479739868E+01   7.4920103986387140E-02
   3.7943971985993002E+01   7.4622125284884086E-02
   3.7968984492246122E+01   7.4327158680918937E-02
   3.7993996998499249E+01   7.4035205935317705E-02
   3.8019009504752383E+01   7.3746268462036704E-02
   3.8044022011005502E+01   7.3460347325909739E-02
   3.8069034517258629E+01   7.3177443240611456E-02
   3.8094047023511763E+01   7.2897556566836871E-02
   3.8119059529764883E+01   7.2620687310695126E-02
   3.8144072036018009E+01   7.2346835122314559E-02
   3.8169084542271136E+01   7.2075999294657189E-02
   3.8194097048524263E+01   7.1808178762540920E-02
   3.8219109554777390E+01   7.1543372101864164E-02
   3.8244122061030517E+01   7.1281577529030818E-02
   3.8269134567283643E+01   7.1022792900572007E-02
   3.8294147073536770E+01   7.0767015712959222E-02
   3.8319159579789897E+01   7.0514243102607163E-02
   3.8344172086043024E+01   7.0264471846058205E-02
   3.8369184592296151E+01   7.0017698360347852E-02
   3.8394197098549277E+01   6.9773918703543644E-02
   3.8419209604802404E+01   6.9533128575454031E-02
   3.8444222111055531E+01   6.9295323318501842E-02
   3.8469234617308658E+01   6.9060497918757985E-02
   3.8494247123561784E+01   6.8828647007129276E-02
   3.8519259629814911E+01   6.8599764860697535E-02
   3.8544272136068038E+01   6.8373845404201480E-02
   3.8569284642321165E+01   6.8150882211660949E-02
   3.8594297148574292E+01   6.7930868508134720E-02
   3.8619309654827418E+01   6.7713797171609927E-02
   3.8644322161080538E+01   6.7499660735015912E-02
   3.8669334667333672E+01   6.7288451388360926E-02
   3.8694347173586799E+01   6.7080160980984960E-02
   3.8719359679839918E+01   6.6874781023924496E-02
   3.8744372186093052E+01   6.6672302692387581E-02
   3.8769384692346179E+01   6.6472716828332029E-02
   3.8794397198599299E+01   6.6276013943145320E-02
   3.8819409704852433E+01   6.6082184220422099E-02
   3.8844422211105552E+01   6.5891217518835421E-02
   3.8869434717358679E+01   6.5703103375099672E-02
   3.8894447223611813E+01   6.5517831007021243E-02
   3.8919459729864933E+01   6.5335389316635128E-02
   3.8944472236118060E+01   6.5155766893424713E-02
   3.8969484742371193E+01   6.4978952017622368E-02
   3.8994497248624313E+01   6.4804932663589082E-02
   3.9019509754877440E+01   6.4633696503271623E-02
   3.9044522261130567E+01   6.4465230909735605E-02
   3.9069534767383693E+01   6.4299522960771946E-02
   3.9094547273636820E+01   6.4136559442577915E-02
   3.9119559779889947E+01   6.3976326853509485E-02
   3.9144572286143074E+01   6.3818811407906129E-02
   3.9169584792396201E+01   6.3663999039986194E-02
   3.9194597298649327E+01   6.3511875407812987E-02
   3.9219609804902454E+01   6.3362425897331140E-02
   3.9244622311155581E+01   6.3215635626474503E-02
   3.9269634817408708E+01   6.3071489449342544E-02
   3.9294647323661835E+01   6.2929971960448652E-02
   3.9319659829914961E+01   6.2791067499039566E-02
   3.9344672336168088E+01   6.2654760153484576E-02
   3.9369684842421215E+01   6.2521033765737491E-02
   3.9394697348674342E+01   6.2389871935869985E-02
   3.9419709854927468E+01   6.2261258026678611E-02
   3.9444722361180588E+01   6.2135175168363581E-02
   3.9469734867433722E+01   6.2011606263281935E-02
   3.9494747373686849E+01   6.1890533990774994E-02
   3.9519759879939969E+01   6.1771940812069999E-02
   3.9544772386193102E+01   6.1655808975257104E-02
   3.9569784892446229E+01   6.1542120520342018E-02
   3.9594797398699349E+01   6.1430857284373662E-02
   3.9619809904952483E+01   6.1322000906648695E-02
   3.9644822411205602E+01   6.1215532833991129E-02
   3.9669834917458729E+01   6.1111434326108292E-02
   3.9694847423711863E+01   6.1009686461022207E-02
   3.9719859929964983E+01   6.0910270140576046E-02
   3.9744872436218110E+01   6.0813166096015552E-02
   3.9769884942471244E+01   6.0718354893644098E-02
   3.9794897448724363E+01   6.0625816940550296E-02
   3.9819909954977490E+01   6.0535532490407350E-02
   3.9844922461230624E+01   6.0447481649342820E-02
   3.9869934967483744E+01   6.0361644381875787E-02
   3.9894947473736870E+01   6.0278000516921518E-02
   3.9919959979989997E+01   6.0196529753859473E-02
   3.9944972486243124E+01   6.0117211668662844E-02
   3.9969984992496251E+01   6.0040025720087389E-02
   3.9994997498749377E+01   5.9964951255915014E-02
   4.0020010005002504E+01   5.9891967519250078E-02
   4.0045022511255631E+01   5.9821053654863961E-02
   4.0070035017508758E+01   5.9752188715584124E-02
   4.0095047523761885E+01   5.9685351668722547E-02
   4.0120060030015004E+01   5.9620521402540663E-02
   4.0145072536268138E+01   5.9557676732743224E-02
   4.0170085042521265E+01   5.9496796408998499E-02
   4.0195097548774385E+01   5.9437859121477220E-02
   4.0220110055027519E+01   5.9380843507405350E-02
   4.0245122561280645E+01   5.9325728157624193E-02
   4.0270135067533765E+01   5.9272491623151354E-02
   4.0295147573786899E+01   5.9221112421735903E-02
   4.0320160080040019E+01   5.9171569044400539E-02
   4.0345172586293145E+01   5.9123839961963708E-02
   4.0370185092546279E+01   5.9077903631533611E-02
   4.0395197598799399E+01   5.9033738502967122E-02
   4.0420210105052526E+01   5.8991323025284509E-02
   4.0445222611305660E+01   5.8950635653032872E-02
   4.0470235117558779E+01   5.8911654852588986E-02
   4.0495247623811906E+01   5.8874359108393545E-02
   4.0520260130065033E+01   5.8838726929107493E-02
   4.0545272636318160E+01   5.8804736853682475E-02
   4.0570285142571286E+01   5.8772367457335141E-02
   4.0595297648824413E+01   5.8741597357416846E-02
   4.0620310155077540E+01   5.8712405219170684E-02
   4.0645322661330667E+01   5.8684769761364032E-02
   4.0670335167583794E+01   5.8658669761790135E-02
   4.0695347673836920E+01   5.8634084062627712E-02
   4.0720360180090047E+01   5.8610991575649835E-02
   4.0745372686343174E+01   5.8589371287273512E-02
   4.0770385192596301E+01   5.8569202263440159E-02
   4.0795397698849428E+01   5.8550463654318236E-02
   4.0820410205102554E+01   5.8533134698819614E-02
   4.0845422711355681E+01   5.8517194728920384E-02
   4.0870435217608808E+01   5.8502623173778544E-02
   4.0895447723861935E+01   5.8489399563639230E-02
   4.0920460230115054E+01   5.8477503533520547E-02
   4.0945472736368188E+01   5.8466914826672302E-02
   4.0970485242621315E+01   5.8457613297798701E-02
   4.0995497748874435E+01   5.8449578916040953E-02
   4.1020510255127569E+01   5.8442791767710341E-02
   4.1045522761380695E+01   5.8437232058767212E-02
   4.1070535267633815E+01   5.8432880117039156E-02
   4.1095547773886949E+01   5.8429716394174179E-02
   4.1120560280140076E+01   5.8427721467323029E-02
   4.1145572786393195E+01   5.8426876040546465E-02
   4.1170585292646329E+01   5.8427160945944905E-02
   4.1195597798899449E+01   5.8428557144505421E-02
   4.1220610305152576E+01   5.8431045726665111E-02
   4.1245622811405710E+01   5.8434607912588171E-02
   4.1270635317658829E+01   5.8439225052155118E-02
   4.1295647823911956E+01   5.8444878624664479E-02
   4.1320660330165090E+01   5.8451550238245595E-02
   4.1345672836418210E+01   5.8459221628984807E-02
   4.1370685342671337E+01   5.8467874659765176E-02
   4.1395697848924463E+01   5.8477491318822412E-02
   4.1420710355177590E+01   5.8488053718020953E-02
   4.1445722861430717E+01   5.8499544090851792E-02
   4.1470735367683844E+01   5.8511944790158171E-02
   4.1495747873936971E+01   5.8525238285594396E-02
   4.1520760380190097E+01   5.8539407160822711E-02
   4.1545772886443224E+01   5.8554434110455710E-02
   4.1570785392696351E+01   5.8570301936752639E-02
   4.1595797898949478E+01   5.8586993546076445E-02
   4.1620810405202604E+01   5.8604491945121656E-02
   4.1645822911455731E+01   5.8622780236923466E-02
   4.1670835417708858E+01   5.8641841616657635E-02
   4.1695847923961985E+01   5.8661659367243664E-02
   4.1720860430215112E+01   5.8682216854763367E-02
   4.1745872936468238E+01   5.8703497523706745E-02
   4.1770885442721365E+01   5.8725484892060476E-02
   4.1795897948974485E+01   5.8748162546252272E-02
   4.1820910455227619E+01   5.8771514135966707E-02
   4.1845922961480746E+01   5.8795523368847386E-02
