#               time [ns]                      <n>
   1.3906953476738371E+01   4.7407916136745797E-02
   1.3931965982991496E+01   4.7780330090921086E-02
   1.3956978489244623E+01   4.8154952206150549E-02
   1.3981990995497748E+01   4.8531805246894294E-02
   1.4007003501750876E+01   4.8910912008401169E-02
   1.4032016008004003E+01   4.9292295284265909E-02
   1.4057028514257128E+01   4.9675977833892548E-02
   1.4082041020510255E+01   5.0061982349938618E-02
   1.4107053526763384E+01   5.0450331425812310E-02
   1.4132066033016509E+01   5.0841047523295990E-02
   1.4157078539269635E+01   5.1234152940369988E-02
   1.4182091045522764E+01   5.1629669779308704E-02
   1.4207103551775889E+01   5.2027619915121580E-02
   1.4232116058029016E+01   5.2428024964411221E-02
   1.4257128564282141E+01   5.2830906254718216E-02
   1.4282141070535269E+01   5.3236284794424028E-02
   1.4307153576788396E+01   5.3644181243279528E-02
   1.4332166083041521E+01   5.4054615883626665E-02
   1.4357178589294648E+01   5.4467608592379604E-02
   1.4382191095547777E+01   5.4883178813828953E-02
   1.4407203601800902E+01   5.5301345533331471E-02
   1.4432216108054028E+01   5.5722127251946092E-02
   1.4457228614307153E+01   5.6145541962073331E-02
   1.4482241120560282E+01   5.6571607124155557E-02
   1.4507253626813409E+01   5.7000339644490736E-02
   1.4532266133066534E+01   5.7431755854210821E-02
   1.4557278639319660E+01   5.7865871489472906E-02
   1.4582291145572789E+01   5.8302701672909650E-02
   1.4607303651825914E+01   5.8742260896380814E-02
   1.4632316158079041E+01   5.9184563005065603E-02
   1.4657328664332166E+01   5.9629621182933558E-02
   1.4682341170585294E+01   6.0077447939625425E-02
   1.4707353676838421E+01   6.0528055098776581E-02
   1.4732366183091546E+01   6.0981453787807546E-02
   1.4757378689344673E+01   6.1437654429206789E-02
   1.4782391195597802E+01   6.1896666733324418E-02
   1.4807403701850927E+01   6.2358499692694122E-02
   1.4832416208104053E+01   6.2823161577895720E-02
   1.4857428714357178E+01   6.3290659934967408E-02
   1.4882441220610307E+01   6.3761001584373311E-02
   1.4907453726863434E+01   6.4234192621529629E-02
   1.4932466233116559E+01   6.4710238418884375E-02
   1.4957478739369684E+01   6.5189143629549459E-02
   1.4982491245622814E+01   6.5670912192472494E-02
   1.5007503751875939E+01   6.6155547339138088E-02
   1.5032516258129064E+01   6.6643051601780676E-02
   1.5057528764382191E+01   6.7133426823089717E-02
   1.5082541270635319E+01   6.7626674167384368E-02
   1.5107553776888446E+01   6.8122794133229581E-02
   1.5132566283141571E+01   6.8621786567463636E-02
   1.5157578789394696E+01   6.9123650680603582E-02
   1.5182591295647827E+01   6.9628385063592049E-02
   1.5207603801900952E+01   7.0135987705843547E-02
   1.5232616308154077E+01   7.0646456014549483E-02
   1.5257628814407203E+01   7.1159786835192529E-02
   1.5282641320660332E+01   7.1675976473222561E-02
   1.5307653826913457E+01   7.2195020716843611E-02
   1.5332666333166584E+01   7.2716914860853826E-02
   1.5357678839419709E+01   7.3241653731481934E-02
   1.5382691345672837E+01   7.3769231712163583E-02
   1.5407703851925964E+01   7.4299642770189953E-02
   1.5432716358179089E+01   7.4832880484169084E-02
   1.5457728864432218E+01   7.5368938072230898E-02
   1.5482741370685345E+01   7.5907808420908066E-02
   1.5507753876938470E+01   7.6449484114623864E-02
   1.5532766383191596E+01   7.6993957465713928E-02
   1.5557778889444725E+01   7.7541220544910375E-02
   1.5582791395697850E+01   7.8091265212212199E-02
   1.5607803901950977E+01   7.8644083148069852E-02
   1.5632816408204102E+01   7.9199665884803594E-02
   1.5657828914457230E+01   7.9758004838182572E-02
   1.5682841420710357E+01   8.0319091339084214E-02
   1.5707853926963482E+01   8.0882916665157817E-02
   1.5732866433216609E+01   8.1449472072413986E-02
   1.5757878939469737E+01   8.2018748826659729E-02
   1.5782891445722862E+01   8.2590738234704628E-02
   1.5807903951975989E+01   8.3165431675257154E-02
   1.5832916458229114E+01   8.3742820629434903E-02
   1.5857928964482243E+01   8.4322896710812847E-02
   1.5882941470735370E+01   8.4905651694932666E-02
   1.5907953976988495E+01   8.5491077548198707E-02
   1.5932966483241621E+01   8.6079166456085821E-02
   1.5957978989494750E+01   8.6669910850589102E-02
   1.5982991495747875E+01   8.7263303436841730E-02
   1.6008004002001002E+01   8.7859337218831712E-02
   1.6033016508254128E+01   8.8458005524153394E-02
   1.6058029014507255E+01   8.9059302027722137E-02
   1.6083041520760382E+01   8.9663220774394231E-02
   1.6108054027013509E+01   9.0269756200426821E-02
   1.6133066533266632E+01   9.0878903153719590E-02
   1.6158079039519762E+01   9.1490656912782631E-02
   1.6183091545772889E+01   9.2105013204373809E-02
   1.6208104052026012E+01   9.2721968219758338E-02
   1.6233116558279139E+01   9.3341518629535561E-02
   1.6258129064532270E+01   9.3963661596994721E-02
   1.6283141570785393E+01   9.4588394789950597E-02
   1.6308154077038520E+01   9.5215716391022609E-02
   1.6333166583291646E+01   9.5845625106319901E-02
   1.6358179089544773E+01   9.6478120172499973E-02
   1.6383191595797900E+01   9.7113201362169596E-02
   1.6408204102051027E+01   9.7750868987602421E-02
   1.6433216608304154E+01   9.8391123902750108E-02
   1.6458229114557280E+01   9.9033967503526971E-02
   1.6483241620810407E+01   9.9679401726352868E-02
   1.6508254127063534E+01   1.0032742904494002E-01
   1.6533266633316657E+01   1.0097805246531791E-01
   1.6558279139569787E+01   1.0163127551908735E-01
   1.6583291645822914E+01   1.0228710225490548E-01
   1.6608304152076037E+01   1.0294553722819978E-01
   1.6633316658329164E+01   1.0360658548912244E-01
   1.6658329164582295E+01   1.0427025256874660E-01
   1.6683341670835418E+01   1.0493654446352479E-01
   1.6708354177088545E+01   1.0560546761801999E-01
   1.6733366683341675E+01   1.0627702890593371E-01
   1.6758379189594798E+01   1.0695123560945155E-01
   1.6783391695847925E+01   1.0762809539693358E-01
   1.6808404202101052E+01   1.0830761629898145E-01
   1.6833416708354179E+01   1.0898980668291319E-01
   1.6858429214607305E+01   1.0967467522568571E-01
   1.6883441720860432E+01   1.1036223088530074E-01
   1.6908454227113555E+01   1.1105248287074285E-01
   1.6933466733366686E+01   1.1174544061049040E-01
   1.6958479239619813E+01   1.1244111371965274E-01
   1.6983491745872936E+01   1.1313951196578254E-01
   1.7008504252126063E+01   1.1384064523342050E-01
   1.7033516758379193E+01   1.1454452348742754E-01
   1.7058529264632316E+01   1.1525115673516732E-01
   1.7083541770885443E+01   1.1596055498759744E-01
   1.7108554277138570E+01   1.1667272821933831E-01
   1.7133566783391696E+01   1.1738768632778221E-01
   1.7158579289644823E+01   1.1810543909131618E-01
   1.7183591795897950E+01   1.1882599612672382E-01
   1.7208604302151077E+01   1.1954936684584430E-01
   1.7233616808404204E+01   1.2027556041155736E-01
   1.7258629314657330E+01   1.2100458569317532E-01
   1.7283641820910457E+01   1.2173645122131393E-01
   1.7308654327163580E+01   1.2247116514232426E-01
   1.7333666833416711E+01   1.2320873517236271E-01
   1.7358679339669838E+01   1.2394916855117981E-01
   1.7383691845922961E+01   1.2469247199570950E-01
   1.7408704352176088E+01   1.2543865165353899E-01
   1.7433716858429218E+01   1.2618771305634260E-01
   1.7458729364682341E+01   1.2693966107336072E-01
   1.7483741870935468E+01   1.2769449986500778E-01
   1.7508754377188595E+01   1.2845223283668983E-01
   1.7533766883441722E+01   1.2921286259291501E-01
   1.7558779389694848E+01   1.2997639089177959E-01
   1.7583791895947975E+01   1.3074281859990902E-01
   1.7608804402201102E+01   1.3151214564793606E-01
   1.7633816908454229E+01   1.3228437098659923E-01
   1.7658829414707355E+01   1.3305949254353094E-01
   1.7683841920960482E+01   1.3383750718082812E-01
   1.7708854427213605E+01   1.3461841065346727E-01
   1.7733866933466736E+01   1.3540219756865110E-01
   1.7758879439719863E+01   1.3618886134615352E-01
   1.7783891945972986E+01   1.3697839417973895E-01
   1.7808904452226113E+01   1.3777078699972706E-01
   1.7833916958479243E+01   1.3856602943676710E-01
   1.7858929464732366E+01   1.3936410978689628E-01
   1.7883941970985493E+01   1.4016501497793893E-01
   1.7908954477238620E+01   1.4096873053731410E-01
   1.7933966983491747E+01   1.4177524056131180E-01
   1.7958979489744873E+01   1.4258452768588936E-01
   1.7983991995998000E+01   1.4339657305905151E-01
   1.8009004502251127E+01   1.4421135631486015E-01
   1.8034017008504254E+01   1.4502885554912612E-01
   1.8059029514757380E+01   1.4584904729682791E-01
   1.8084042021010507E+01   1.4667190651130471E-01
   1.8109054527263634E+01   1.4749740654525947E-01
   1.8134067033516761E+01   1.4832551913361158E-01
   1.8159079539769888E+01   1.4915621437823767E-01
   1.8184092046023011E+01   1.4998946073462385E-01
   1.8209104552276141E+01   1.5082522500046253E-01
   1.8234117058529268E+01   1.5166347230622068E-01
   1.8259129564782391E+01   1.5250416610769241E-01
   1.8284142071035518E+01   1.5334726818056038E-01
   1.8309154577288648E+01   1.5419273861697991E-01
   1.8334167083541772E+01   1.5504053582419228E-01
   1.8359179589794898E+01   1.5589061652517966E-01
   1.8384192096048025E+01   1.5674293576136014E-01
   1.8409204602301152E+01   1.5759744689732838E-01
   1.8434217108554279E+01   1.5845410162763446E-01
   1.8459229614807406E+01   1.5931284998559539E-01
   1.8484242121060529E+01   1.6017364035413040E-01
   1.8509254627313659E+01   1.6103641947860250E-01
   1.8534267133566786E+01   1.6190113248165261E-01
   1.8559279639819909E+01   1.6276772288000341E-01
   1.8584292146073036E+01   1.6363613260321022E-01
   1.8609304652326166E+01   1.6450630201432717E-01
   1.8634317158579289E+01   1.6537816993246479E-01
   1.8659329664832416E+01   1.6625167365719754E-01
   1.8684342171085543E+01   1.6712674899478966E-01
   1.8709354677338670E+01   1.6800333028619335E-01
   1.8734367183591797E+01   1.6888135043678196E-01
   1.8759379689844923E+01   1.6976074094776525E-01
   1.8784392196098050E+01   1.7064143194924244E-01
   1.8809404702351177E+01   1.7152335223483672E-01
   1.8834417208604304E+01   1.7240642929785929E-01
   1.8859429714857431E+01   1.7329058936894315E-01
   1.8884442221110554E+01   1.7417575745508784E-01
   1.8909454727363684E+01   1.7506185738005167E-01
   1.8934467233616811E+01   1.7594881182602684E-01
   1.8959479739869934E+01   1.7683654237653096E-01
   1.8984492246123061E+01   1.7772496956044448E-01
   1.9009504752376191E+01   1.7861401289712656E-01
   1.9034517258629315E+01   1.7950359094252882E-01
   1.9059529764882441E+01   1.8039362133624437E-01
   1.9084542271135568E+01   1.8128402084940429E-01
   1.9109554777388695E+01   1.8217470543335129E-01
   1.9134567283641822E+01   1.8306559026901068E-01
   1.9159579789894948E+01   1.8395658981687679E-01
   1.9184592296148075E+01   1.8484761786753789E-01
   1.9209604802401202E+01   1.8573858759265283E-01
   1.9234617308654329E+01   1.8662941159630464E-01
   1.9259629814907456E+01   1.8752000196664098E-01
   1.9284642321160582E+01   1.8841027032772428E-01
   1.9309654827413709E+01   1.8930012789150463E-01
   1.9334667333666836E+01   1.9018948550983525E-01
   1.9359679839919959E+01   1.9107825372644582E-01
   1.9384692346173090E+01   1.9196634282879105E-01
   1.9409704852426216E+01   1.9285366289969436E-01
   1.9434717358679340E+01   1.9374012386870121E-01
   1.9459729864932466E+01   1.9462563556306525E-01
   1.9484742371185597E+01   1.9551010775828434E-01
   1.9509754877438720E+01   1.9639345022811053E-01
   1.9534767383691847E+01   1.9727557279395336E-01
   1.9559779889944974E+01   1.9815638537360136E-01
   1.9584792396198100E+01   1.9903579802918903E-01
   1.9609804902451227E+01   1.9991372101433230E-01
   1.9634817408704354E+01   2.0079006482036404E-01
   1.9659829914957481E+01   2.0166474022160116E-01
   1.9684842421210607E+01   2.0253765831957224E-01
   1.9709854927463734E+01   2.0340873058614331E-01
   1.9734867433716861E+01   2.0427786890547994E-01
   1.9759879939969984E+01   2.0514498561478284E-01
   1.9784892446223115E+01   2.0600999354374136E-01
   1.9809904952476241E+01   2.0687280605264757E-01
   1.9834917458729365E+01   2.0773333706912309E-01
   1.9859929964982491E+01   2.0859150112340374E-01
   1.9884942471235622E+01   2.0944721338214087E-01
   1.9909954977488745E+01   2.1030038968067213E-01
   1.9934967483741872E+01   2.1115094655372599E-01
   1.9959979989994999E+01   2.1199880126451751E-01
   1.9984992496248125E+01   2.1284387183220924E-01
   2.0010005002501252E+01   2.1368607705770085E-01
   2.0035017508754379E+01   2.1452533654772427E-01
   2.0060030015007502E+01   2.1536157073722179E-01
   2.0085042521260632E+01   2.1619470090998563E-01
   2.0110055027513759E+01   2.1702464921754569E-01
   2.0135067533766883E+01   2.1785133869629050E-01
   2.0160080040020009E+01   2.1867469328281572E-01
   2.0185092546273140E+01   2.1949463782749573E-01
   2.0210105052526263E+01   2.2031109810627289E-01
   2.0235117558779390E+01   2.2112400083067382E-01
   2.0260130065032516E+01   2.2193327365605392E-01
   2.0285142571285643E+01   2.2273884518808307E-01
   2.0310155077538770E+01   2.2354064498748399E-01
   2.0335167583791897E+01   2.2433860357304664E-01
   2.0360180090045024E+01   2.2513265242293040E-01
   2.0385192596298150E+01   2.2592272397428850E-01
   2.0410205102551277E+01   2.2670875162123780E-01
   2.0435217608804404E+01   2.2749066971120505E-01
   2.0460230115057527E+01   2.2826841353969046E-01
   2.0485242621310658E+01   2.2904191934348134E-01
   2.0510255127563784E+01   2.2981112429236208E-01
   2.0535267633816908E+01   2.3057596647936218E-01
   2.0560280140070038E+01   2.3133638490959577E-01
   2.0585292646323165E+01   2.3209231948773940E-01
   2.0610305152576288E+01   2.3284371100420526E-01
   2.0635317658829415E+01   2.3359050112006635E-01
   2.0660330165082545E+01   2.3433263235079418E-01
   2.0685342671335668E+01   2.3507004804887138E-01
   2.0710355177588795E+01   2.3580269238534535E-01
   2.0735367683841922E+01   2.3653051033038835E-01
   2.0760380190095049E+01   2.3725344763293765E-01
   2.0785392696348175E+01   2.3797145079948370E-01
   2.0810405202601302E+01   2.3868446707208393E-01
   2.0835417708854429E+01   2.3939244440567439E-01
   2.0860430215107556E+01   2.4009533144476203E-01
   2.0885442721360683E+01   2.4079307749956833E-01
   2.0910455227613809E+01   2.4148563252171457E-01
   2.0935467733866933E+01   2.4217294707952211E-01
   2.0960480240120063E+01   2.4285497233301506E-01
   2.0985492746373190E+01   2.4353166000870741E-01
   2.1010505252626313E+01   2.4420296237425723E-01
   2.1035517758879440E+01   2.4486883221307618E-01
   2.1060530265132570E+01   2.4552922279897724E-01
   2.1085542771385693E+01   2.4618408787094390E-01
   2.1110555277638820E+01   2.4683338160811175E-01
   2.1135567783891947E+01   2.4747705860504213E-01
   2.1160580290145074E+01   2.4811507384737494E-01
   2.1185592796398200E+01   2.4874738268794622E-01
   2.1210605302651327E+01   2.4937394082345080E-01
   2.1235617808904454E+01   2.4999470427173526E-01
   2.1260630315157581E+01   2.5060962934980430E-01
   2.1285642821410708E+01   2.5121867265261549E-01
   2.1310655327663834E+01   2.5182179103274654E-01
   2.1335667833916958E+01   2.5241894158101286E-01
   2.1360680340170088E+01   2.5301008160810790E-01
   2.1385692846423215E+01   2.5359516862733922E-01
   2.1410705352676338E+01   2.5417416033853990E-01
   2.1435717858929465E+01   2.5474701461321630E-01
   2.1460730365182595E+01   2.5531368948100336E-01
   2.1485742871435718E+01   2.5587414311749279E-01
   2.1510755377688845E+01   2.5642833383349145E-01
   2.1535767883941972E+01   2.5697622006577969E-01
   2.1560780390195099E+01   2.5751776036941254E-01
   2.1585792896448226E+01   2.5805291341162401E-01
   2.1610805402701352E+01   2.5858163796738909E-01
   2.1635817908954476E+01   2.5910389291667685E-01
   2.1660830415207606E+01   2.5961963724345194E-01
   2.1685842921460733E+01   2.6012883003645243E-01
   2.1710855427713856E+01   2.6063143049178811E-01
   2.1735867933966983E+01   2.6112739791738404E-01
   2.1760880440220113E+01   2.6161669173930396E-01
   2.1785892946473240E+01   2.6209927150997081E-01
   2.1810905452726363E+01   2.6257509691831205E-01
   2.1835917958979493E+01   2.6304412780183273E-01
   2.1860930465232620E+01   2.6350632416064512E-01
   2.1885942971485743E+01   2.6396164617344281E-01
   2.1910955477738870E+01   2.6441005421544012E-01
   2.1935967983992001E+01   2.6485150887825837E-01
   2.1960980490245124E+01   2.6528597099176449E-01
   2.1985992996498251E+01   2.6571340164784479E-01
   2.2011005502751377E+01   2.6613376222610230E-01
   2.2036018009004504E+01   2.6654701442145357E-01
   2.2061030515257631E+01   2.6695312027360463E-01
   2.2086043021510758E+01   2.6735204219837100E-01
   2.2111055527763881E+01   2.6774374302081744E-01
   2.2136068034017011E+01   2.6812818601016702E-01
   2.2161080540270138E+01   2.6850533491644951E-01
   2.2186093046523261E+01   2.6887515400882794E-01
   2.2211105552776388E+01   2.6923760811556480E-01
   2.2236118059029518E+01   2.6959266266556164E-01
   2.2261130565282642E+01   2.6994028373141754E-01
   2.2286143071535768E+01   2.7028043807393981E-01
   2.2311155577788895E+01   2.7061309318803312E-01
   2.2336168084042022E+01   2.7093821734990375E-01
   2.2361180590295149E+01   2.7125577966549147E-01
   2.2386193096548276E+01   2.7156575012005757E-01
   2.2411205602801402E+01   2.7186809962883263E-01
   2.2436218109054529E+01   2.7216280008864618E-01
   2.2461230615307656E+01   2.7244982443044269E-01
   2.2486243121560783E+01   2.7272914667258286E-01
   2.2511255627813906E+01   2.7300074197484042E-01
   2.2536268134067036E+01   2.7326458669298487E-01
   2.2561280640320163E+01   2.7352065843385048E-01
   2.2586293146573286E+01   2.7376893611078162E-01
   2.2611305652826413E+01   2.7400939999934304E-01
   2.2636318159079543E+01   2.7424203179318857E-01
   2.2661330665332667E+01   2.7446681465996142E-01
   2.2686343171585793E+01   2.7468373329712553E-01
   2.2711355677838920E+01   2.7489277398759598E-01
   2.2736368184092047E+01   2.7509392465505600E-01
   2.2761380690345174E+01   2.7528717491883520E-01
   2.2786393196598301E+01   2.7547251614823065E-01
   2.2811405702851427E+01   2.7564994151614408E-01
   2.2836418209104554E+01   2.7581944605191422E-01
   2.2861430715357681E+01   2.7598102669321684E-01
   2.2886443221610808E+01   2.7613468233691285E-01
   2.2911455727863931E+01   2.7628041388871727E-01
   2.2936468234117061E+01   2.7641822431156654E-01
   2.2961480740370188E+01   2.7654811867255885E-01
   2.2986493246623311E+01   2.7667010418835475E-01
   2.3011505752876438E+01   2.7678419026890233E-01
   2.3036518259129569E+01   2.7689038855938281E-01
   2.3061530765382692E+01   2.7698871298025152E-01
   2.3086543271635819E+01   2.7707917976525981E-01
   2.3111555777888949E+01   2.7716180749734637E-01
   2.3136568284142072E+01   2.7723661714228831E-01
   2.3161580790395199E+01   2.7730363208000475E-01
   2.3186593296648326E+01   2.7736287813340621E-01
   2.3211605802901452E+01   2.7741438359469367E-01
   2.3236618309154579E+01   2.7745817924900879E-01
   2.3261630815407706E+01   2.7749429839533923E-01
   2.3286643321660833E+01   2.7752277686459581E-01
   2.3311655827913960E+01   2.7754365303477657E-01
   2.3336668334167086E+01   2.7755696784313333E-01
   2.3361680840420213E+01   2.7756276479527331E-01
   2.3386693346673336E+01   2.7756108997112416E-01
   2.3411705852926467E+01   2.7755199202769809E-01
   2.3436718359179594E+01   2.7753552219859579E-01
   2.3461730865432717E+01   2.7751173429020559E-01
   2.3486743371685844E+01   2.7748068467454184E-01
   2.3511755877938974E+01   2.7744243227869070E-01
   2.3536768384192097E+01   2.7739703857082848E-01
   2.3561780890445224E+01   2.7734456754278325E-01
   2.3586793396698351E+01   2.7728508568912386E-01
   2.3611805902951478E+01   2.7721866198276207E-01
   2.3636818409204604E+01   2.7714536784705973E-01
   2.3661830915457731E+01   2.7706527712445034E-01
   2.3686843421710854E+01   2.7697846604157189E-01
   2.3711855927963985E+01   2.7688501317093811E-01
   2.3736868434217111E+01   2.7678499938916573E-01
   2.3761880940470235E+01   2.7667850783178710E-01
   2.3786893446723361E+01   2.7656562384469663E-01
   2.3811905952976492E+01   2.7644643493225912E-01
   2.3836918459229615E+01   2.7632103070215458E-01
   2.3861930965482742E+01   2.7618950280700139E-01
   2.3886943471735869E+01   2.7605194488283552E-01
   2.3911955977988995E+01   2.7590845248452561E-01
   2.3936968484242122E+01   2.7575912301819078E-01
   2.3961980990495249E+01   2.7560405567073043E-01
   2.3986993496748376E+01   2.7544335133654491E-01
   2.4012006003001503E+01   2.7527711254156761E-01
   2.4037018509254629E+01   2.7510544336470388E-01
   2.4062031015507756E+01   2.7492844935680177E-01
   2.4087043521760879E+01   2.7474623745728205E-01
   2.4112056028014010E+01   2.7455891590854326E-01
   2.4137068534267136E+01   2.7436659416829384E-01
   2.4162081040520260E+01   2.7416938281993802E-01
   2.4187093546773387E+01   2.7396739348117083E-01
   2.4212106053026517E+01   2.7376073871093204E-01
   2.4237118559279640E+01   2.7354953191487236E-01
   2.4262131065532767E+01   2.7333388724949542E-01
   2.4287143571785894E+01   2.7311391952514136E-01
   2.4312156078039020E+01   2.7288974410797562E-01
   2.4337168584292147E+01   2.7266147682116448E-01
   2.4362181090545274E+01   2.7242923384539997E-01
   2.4387193596798401E+01   2.7219313161896602E-01
   2.4412206103051528E+01   2.7195328673751185E-01
   2.4437218609304654E+01   2.7170981585372778E-01
   2.4462231115557781E+01   2.7146283557709561E-01
   2.4487243621810908E+01   2.7121246237390711E-01
   2.4512256128064035E+01   2.7095881246772907E-01
   2.4537268634317162E+01   2.7070200174050313E-01
   2.4562281140570285E+01   2.7044214563446323E-01
   2.4587293646823415E+01   2.7017935905505891E-01
   2.4612306153076542E+01   2.6991375627505942E-01
   2.4637318659329665E+01   2.6964545084002978E-01
   2.4662331165582792E+01   2.6937455547534661E-01
   2.4687343671835922E+01   2.6910118199493760E-01
   2.4712356178089045E+01   2.6882544121192009E-01
   2.4737368684342172E+01   2.6854744285129417E-01
   2.4762381190595299E+01   2.6826729546487599E-01
   2.4787393696848426E+01   2.6798510634861533E-01
   2.4812406203101553E+01   2.6770098146246485E-01
   2.4837418709354679E+01   2.6741502535294465E-01
   2.4862431215607806E+01   2.6712734107855818E-01
   2.4887443721860933E+01   2.6683803013818058E-01
   2.4912456228114060E+01   2.6654719240257790E-01
   2.4937468734367187E+01   2.6625492604915690E-01
   2.4962481240620310E+01   2.6596132750008622E-01
   2.4987493746873440E+01   2.6566649136388687E-01
   2.5012506253126567E+01   2.6537051038059994E-01
   2.5037518759379690E+01   2.6507347537062959E-01
   2.5062531265632817E+01   2.6477547518734446E-01
   2.5087543771885947E+01   2.6447659667351753E-01
   2.5112556278139071E+01   2.6417692462167536E-01
   2.5137568784392197E+01   2.6387654173841102E-01
   2.5162581290645324E+01   2.6357552861272415E-01
   2.5187593796898451E+01   2.6327396368841083E-01
   2.5212606303151578E+01   2.6297192324055785E-01
   2.5237618809404704E+01   2.6266948135613954E-01
   2.5262631315657828E+01   2.6236670991875000E-01
   2.5287643821910958E+01   2.6206367859745677E-01
   2.5312656328164085E+01   2.6176045483978250E-01
   2.5337668834417208E+01   2.6145710386877957E-01
   2.5362681340670335E+01   2.6115368868419037E-01
   2.5387693846923465E+01   2.6085027006763567E-01
   2.5412706353176588E+01   2.6054690659179630E-01
   2.5437718859429715E+01   2.6024365463352744E-01
   2.5462731365682842E+01   2.5994056839083429E-01
   2.5487743871935969E+01   2.5963769990363933E-01
   2.5512756378189096E+01   2.5933509907824764E-01
   2.5537768884442222E+01   2.5903281371542408E-01
   2.5562781390695349E+01   2.5873088954196749E-01
   2.5587793896948476E+01   2.5842937024568208E-01
   2.5612806403201603E+01   2.5812829751360966E-01
   2.5637818909454730E+01   2.5782771107341190E-01
   2.5662831415707856E+01   2.5752764873774864E-01
   2.5687843921960983E+01   2.5722814645151926E-01
   2.5712856428214110E+01   2.5692923834181280E-01
   2.5737868934467233E+01   2.5663095677040848E-01
   2.5762881440720363E+01   2.5633333238866246E-01
   2.5787893946973490E+01   2.5603639419461599E-01
   2.5812906453226613E+01   2.5574016959214335E-01
   2.5837918959479740E+01   2.5544468445196539E-01
   2.5862931465732871E+01   2.5514996317434191E-01
   2.5887943971985994E+01   2.5485602875325797E-01
   2.5912956478239121E+01   2.5456290284191058E-01
   2.5937968984492247E+01   2.5427060581930283E-01
   2.5962981490745374E+01   2.5397915685775063E-01
   2.5987993996998501E+01   2.5368857399110212E-01
   2.6013006503251631E+01   2.5339887418347629E-01
   2.6038019009504755E+01   2.5311007339831176E-01
   2.6063031515757881E+01   2.5282218666753586E-01
   2.6088044022011005E+01   2.5253522816064983E-01
   2.6113056528264135E+01   2.5224921125353278E-01
   2.6138069034517262E+01   2.5196414859676969E-01
   2.6163081540770385E+01   2.5168005218330497E-01
   2.6188094047023515E+01   2.5139693341523689E-01
   2.6213106553276642E+01   2.5111480316955526E-01
   2.6238119059529765E+01   2.5083367186264605E-01
   2.6263131565782896E+01   2.5055354951337705E-01
   2.6288144072036019E+01   2.5027444580459046E-01
   2.6313156578289146E+01   2.4999637014283069E-01
   2.6338169084542276E+01   2.4971933171614455E-01
   2.6363181590795399E+01   2.4944333954979214E-01
   2.6388194097048526E+01   2.4916840255971684E-01
   2.6413206603301656E+01   2.4889452960363170E-01
   2.6438219109554780E+01   2.4862172952957798E-01
   2.6463231615807906E+01   2.4835001122183367E-01
   2.6488244122061030E+01   2.4807938364404167E-01
   2.6513256628314160E+01   2.4780985587945115E-01
   2.6538269134567287E+01   2.4754143716815857E-01
   2.6563281640820410E+01   2.4727413694126368E-01
   2.6588294147073540E+01   2.4700796485184096E-01
   2.6613306653326667E+01   2.4674293080265861E-01
   2.6638319159579790E+01   2.4647904497057410E-01
   2.6663331665832921E+01   2.4621631782754744E-01
   2.6688344172086040E+01   2.4595476015822582E-01
   2.6713356678339171E+01   2.4569438307406177E-01
   2.6738369184592301E+01   2.4543519802393785E-01
   2.6763381690845421E+01   2.4517721680127691E-01
   2.6788394197098551E+01   2.4492045154763853E-01
   2.6813406703351681E+01   2.4466491475279464E-01
   2.6838419209604801E+01   2.4441061925130839E-01
   2.6863431715857931E+01   2.4415757821563072E-01
   2.6888444222111055E+01   2.4390580514575394E-01
   2.6913456728364181E+01   2.4365531385546532E-01
   2.6938469234617312E+01   2.4340611845525120E-01
   2.6963481740870435E+01   2.4315823333191683E-01
   2.6988494247123562E+01   2.4291167312499531E-01
   2.7013506753376692E+01   2.4266645270002316E-01
   2.7038519259629815E+01   2.4242258711877848E-01
   2.7063531765882942E+01   2.4218009160657702E-01
   2.7088544272136073E+01   2.4193898151673229E-01
   2.7113556778389196E+01   2.4169927229230048E-01
   2.7138569284642323E+01   2.4146097942522959E-01
   2.7163581790895446E+01   2.4122411841304059E-01
   2.7188594297148576E+01   2.4098870471318537E-01
   2.7213606803401703E+01   2.4075475369521698E-01
   2.7238619309654826E+01   2.4052228059092737E-01
   2.7263631815907956E+01   2.4029130044260588E-01
   2.7288644322161083E+01   2.4006182804957821E-01
   2.7313656828414207E+01   2.3983387791319394E-01
   2.7338669334667337E+01   2.3960746418042794E-01
   2.7363681840920460E+01   2.3938260058627256E-01
   2.7388694347173587E+01   2.3915930039509428E-01
   2.7413706853426717E+01   2.3893757634113516E-01
   2.7438719359679840E+01   2.3871744056834071E-01
   2.7463731865932967E+01   2.3849890456969464E-01
   2.7488744372186098E+01   2.3828197912624807E-01
   2.7513756878439221E+01   2.3806667424602540E-01
   2.7538769384692348E+01   2.3785299910299329E-01
   2.7563781890945471E+01   2.3764096197627513E-01
   2.7588794397198601E+01   2.3743057018979891E-01
   2.7613806903451728E+01   2.3722183005255601E-01
   2.7638819409704851E+01   2.3701474679965415E-01
   2.7663831915957982E+01   2.3680932453434206E-01
   2.7688844422211108E+01   2.3660556617118189E-01
   2.7713856928464232E+01   2.3640347338053916E-01
   2.7738869434717362E+01   2.3620304653456151E-01
   2.7763881940970485E+01   2.3600428465480741E-01
   2.7788894447223612E+01   2.3580718536168552E-01
   2.7813906953476742E+01   2.3561174482586036E-01
   2.7838919459729865E+01   2.3541795772177099E-01
   2.7863931965982992E+01   2.3522581718340557E-01
